date,store_id,weather,temperature,rain_mm,is_holiday
2026-01-24,STORE05,sunny,2.5,0,1
2026-01-25,STORE01,cloudy,-0.6,0,1
2026-01-25,STORE02,sunny,-3.8,0,1
2026-01-25,STORE03,cloudy,2.7,0,1
2026-01-25,STORE04,rain,4.8,1.3,1
2026-01-25,STORE05,rain,-0.7,12.9,1
2026-01-26,STORE01,sunny,2.2,0,0
2026-01-26,STORE02,sunny,-0.2,0,0
2026-01-26,STORE03,rain,-4.0,8.4,0
2026-01-26,STORE04,cloudy,2.9,0,0
2026-01-26,STORE05,cloudy,1.3,0,0
2026-01-27,STORE01,snow,4.0,0,0
2026-01-27,STORE02,sunny,-2.3,0,0
2026-01-27,STORE03,sunny,-0.6,0,0
2026-01-27,STORE04,sunny,-1.8,0,0
2026-01-27,STORE05,cloudy,-2.2,0,0
2026-01-28,STORE01,sunny,4.1,0,0
2026-01-28,STORE02,sunny,-2.8,0,0
2026-01-28,STORE03,sunny,5.7,0,0
2026-01-28,STORE04,cloudy,-4.4,0,0
2026-01-28,STORE05,sunny,0.1,0,0
2026-01-29,STORE01,cloudy,-0.6,0,0
2026-01-29,STORE02,sunny,-1.9,0,0
2026-01-29,STORE03,cloudy,-0.9,0,0
2026-01-29,STORE04,sunny,4.4,0,0
2026-01-29,STORE05,cloudy,3.7,0,0
2026-01-30,STORE01,sunny,0.2,0,0
2026-01-30,STORE02,rain,3.7,10.5,0
2026-01-30,STORE03,cloudy,-2.5,0,0
2026-01-30,STORE04,sunny,-2.7,0,0
2026-01-30,STORE05,sunny,3.0,0,0
2026-01-31,STORE01,rain,3.2,15.3,1
2026-01-31,STORE02,cloudy,4.3,0,1
2026-01-31,STORE03,sunny,-4.0,0,1
2026-01-31,STORE04,rain,5.1,14.7,1
2026-01-31,STORE05,cloudy,-6.0,0,1
2026-02-01,STORE01,cloudy,4.7,0,1
2026-02-01,STORE02,rain,-3.0,17.5,1
2026-02-01,STORE03,cloudy,-0.2,0,1
2026-02-01,STORE04,sunny,2.7,0,1
2026-02-01,STORE05,sunny,-9.0,0,1
2026-02-02,STORE01,snow,4.0,0,0
2026-02-02,STORE02,rain,2.0,1.2,0
2026-02-02,STORE03,sunny,-3.0,0,0
2026-02-02,STORE04,sunny,7.4,0,0
2026-02-02,STORE05,sunny,5.0,0,0
2026-02-03,STORE01,sunny,0.6,0,0
2026-02-03,STORE02,sunny,6.8,0,0
2026-02-03,STORE03,rain,5.7,8.1,0
2026-02-03,STORE04,sunny,-2.5,0,0
2026-02-03,STORE05,cloudy,3.7,0,0
2026-02-04,STORE01,sunny,3.2,0,0
2026-02-04,STORE02,cloudy,7.0,0,0
2026-02-04,STORE03,sunny,0.8,0,0
2026-02-04,STORE04,sunny,1.6,0,0
2026-02-04,STORE05,sunny,0.4,0,0
2026-02-05,STORE01,sunny,-0.1,0,0
2026-02-05,STORE02,rain,4.1,10.1,0
2026-02-05,STORE03,cloudy,-0.6,0,0
2026-02-05,STORE04,cloudy,1.9,0,0
2026-02-05,STORE05,cloudy,1.6,0,0
2026-02-06,STORE01,sunny,2.9,0,0
2026-02-06,STORE02,cloudy,3.2,0,0
2026-02-06,STORE03,sunny,-2.9,0,0
2026-02-06,STORE04,snow,14.3,0,0
2026-02-06,STORE05,sunny,2.1,0,0
2026-02-07,STORE01,sunny,1.2,0,1
2026-02-07,STORE02,rain,5.9,4.6,1
2026-02-07,STORE03,sunny,3.7,0,1
2026-02-07,STORE04,sunny,8.4,0,1
2026-02-07,STORE05,sunny,-2.4,0,1
2026-02-08,STORE01,rain,0.6,6.3,1
2026-02-08,STORE02,sunny,2.1,0,1
2026-02-08,STORE03,rain,6.4,6.0,1
2026-02-08,STORE04,snow,4.6,0,1
2026-02-08,STORE05,cloudy,7.6,0,1
2026-02-09,STORE01,cloudy,13.4,0,0
2026-02-09,STORE02,sunny,0.2,0,0
2026-02-09,STORE03,cloudy,0.5,0,0
2026-02-09,STORE04,cloudy,9.5,0,0
2026-02-09,STORE05,cloudy,-1.9,0,0
2026-02-10,STORE01,sunny,0.8,0,0
2026-02-10,STORE02,rain,1.4,7.6,0
2026-02-10,STORE03,cloudy,6.7,0,0
2026-02-10,STORE04,sunny,6.1,0,0
2026-02-10,STORE05,sunny,4.4,0,0
2026-02-11,STORE01,rain,1.2,17.9,0
2026-02-11,STORE02,sunny,1.7,0,0
2026-02-11,STORE03,cloudy,3.5,0,0
2026-02-11,STORE04,rain,3.9,6.8,0
2026-02-11,STORE05,sunny,1.1,0,0
2026-02-12,STORE01,rain,6.9,10.2,0
2026-02-12,STORE02,sunny,7.8,0,0
2026-02-12,STORE03,sunny,-2.3,0,0
2026-02-12,STORE04,sunny,1.3,0,0
2026-02-12,STORE05,rain,8.8,1.8,0
2026-02-13,STORE01,sunny,1.3,0,0
2026-02-13,STORE02,rain,4.2,15.4,0
2026-02-13,STORE03,sunny,6.9,0,0
2026-02-13,STORE04,rain,7.1,9.5,0
2026-02-13,STORE05,sunny,-3.3,0,0
2026-02-14,STORE01,sunny,2.2,0,1
2026-02-14,STORE02,sunny,7.0,0,1
2026-02-14,STORE03,sunny,5.4,0,1
2026-02-14,STORE04,sunny,6.7,0,1
2026-02-14,STORE05,rain,7.3,4.2,1
2026-02-15,STORE01,sunny,3.2,0,1
2026-02-15,STORE02,sunny,5.3,0,1
2026-02-15,STORE03,sunny,7.3,0,1
2026-02-15,STORE04,cloudy,4.0,0,1
2026-02-15,STORE05,sunny,7.9,0,1
2026-02-16,STORE01,cloudy,8.4,0,0
2026-02-16,STORE02,sunny,2.3,0,0
2026-02-16,STORE03,sunny,3.1,0,0
2026-02-16,STORE04,sunny,1.5,0,0
2026-02-16,STORE05,sunny,10.5,0,0
2026-02-17,STORE01,sunny,7.7,0,0
2026-02-17,STORE02,cloudy,2.9,0,0
2026-02-17,STORE03,sunny,6.6,0,0
2026-02-17,STORE04,sunny,6.4,0,0
2026-02-17,STORE05,cloudy,7.2,0,0
2026-02-18,STORE01,cloudy,0.9,0,0
2026-02-18,STORE02,rain,1.3,16.7,0
2026-02-18,STORE03,cloudy,5.8,0,0
2026-02-18,STORE04,rain,0.4,2.7,0
2026-02-18,STORE05,cloudy,3.9,0,0
2026-02-19,STORE01,sunny,2.1,0,0
2026-02-19,STORE02,rain,3.7,3.7,0
2026-02-19,STORE03,cloudy,4.8,0,0
2026-02-19,STORE04,cloudy,10.4,0,0
2026-02-19,STORE05,sunny,-3.2,0,0
2026-02-20,STORE01,rain,3.0,12.1,0
2026-02-20,STORE02,rain,6.7,9.7,0
2026-02-20,STORE03,snow,5.0,0,0
2026-02-20,STORE04,cloudy,1.2,0,0
2026-02-20,STORE05,cloudy,8.7,0,0
2026-02-21,STORE01,rain,6.2,12.5,1
2026-02-21,STORE02,sunny,8.0,0,1
2026-02-21,STORE03,cloudy,6.8,0,1
2026-02-21,STORE04,sunny,-0.9,0,1
2026-02-21,STORE05,cloudy,0.9,0,1
2026-02-22,STORE01,cloudy,11.1,0,1
2026-02-22,STORE02,sunny,9.6,0,1
2026-02-22,STORE03,sunny,4.7,0,1
2026-02-22,STORE04,sunny,4.6,0,1
2026-02-22,STORE05,cloudy,5.7,0,1
2026-02-23,STORE01,sunny,3.7,0,0
2026-02-23,STORE02,sunny,1.7,0,0
2026-02-23,STORE03,cloudy,2.1,0,0
2026-02-23,STORE04,rain,1.7,0.4,0
2026-02-23,STORE05,sunny,8.9,0,0
2026-02-24,STORE01,rain,7.5,12.4,0
2026-02-24,STORE02,sunny,7.6,0,0
2026-02-24,STORE03,cloudy,10.5,0,0
2026-02-24,STORE04,sunny,5.9,0,0
2026-02-24,STORE05,sunny,7.0,0,0
2026-02-25,STORE01,cloudy,12.5,0,0
2026-02-25,STORE02,sunny,6.3,0,0
2026-02-25,STORE03,rain,2.6,16.8,0
2026-02-25,STORE04,rain,0.6,13.6,0
2026-02-25,STORE05,sunny,14.5,0,0
2026-02-26,STORE01,rain,5.4,14.4,0
2026-02-26,STORE02,sunny,6.7,0,0
2026-02-26,STORE03,cloudy,10.5,0,0
2026-02-26,STORE04,snow,12.9,0,0
2026-02-26,STORE05,sunny,9.5,0,0
2026-02-27,STORE01,sunny,10.4,0,0
2026-02-27,STORE02,rain,10.5,0.5,0
2026-02-27,STORE03,sunny,6.0,0,0
2026-02-27,STORE04,sunny,1.8,0,0
2026-02-27,STORE05,sunny,4.0,0,0
2026-02-28,STORE01,snow,8.9,0,1
2026-02-28,STORE02,rain,10.4,13.2,1
2026-02-28,STORE03,sunny,7.0,0,1
2026-02-28,STORE04,sunny,8.1,0,1
2026-02-28,STORE05,sunny,8.1,0,1
2026-03-01,STORE01,cloudy,7.0,0,1
2026-03-01,STORE02,cloudy,9.1,0,1
2026-03-01,STORE03,cloudy,12.6,0,1
2026-03-01,STORE04,sunny,11.4,0,1
2026-03-01,STORE05,rain,4.1,2.1,1
2026-03-02,STORE01,sunny,12.9,0,0
2026-03-02,STORE02,sunny,7.4,0,0
2026-03-02,STORE03,cloudy,10.2,0,0
2026-03-02,STORE04,sunny,7.3,0,0
2026-03-02,STORE05,cloudy,11.8,0,0
2026-03-03,STORE01,snow,7.7,0,0
2026-03-03,STORE02,sunny,9.1,0,0
2026-03-03,STORE03,cloudy,15.3,0,0
2026-03-03,STORE04,cloudy,4.1,0,0
2026-03-03,STORE05,cloudy,6.7,0,0
2026-03-04,STORE01,sunny,1.6,0,0
2026-03-04,STORE02,rain,11.4,0.3,0
2026-03-04,STORE03,sunny,7.6,0,0
2026-03-04,STORE04,sunny,6.7,0,0
2026-03-04,STORE05,sunny,11.7,0,0
2026-03-05,STORE01,cloudy,2.8,0,0
2026-03-05,STORE02,cloudy,15.1,0,0
2026-03-05,STORE03,cloudy,6.1,0,0
2026-03-05,STORE04,cloudy,4.9,0,0
2026-03-05,STORE05,sunny,3.9,0,0
2026-03-06,STORE01,cloudy,5.4,0,0
2026-03-06,STORE02,sunny,10.9,0,0
2026-03-06,STORE03,sunny,5.9,0,0
2026-03-06,STORE04,rain,12.0,7.3,0
2026-03-06,STORE05,cloudy,10.3,0,0
2026-03-07,STORE01,sunny,9.1,0,1
2026-03-07,STORE02,sunny,8.1,0,1
2026-03-07,STORE03,cloudy,12.2,0,1
2026-03-07,STORE04,sunny,3.6,0,1
2026-03-07,STORE05,sunny,9.1,0,1
2026-03-08,STORE01,rain,9.7,16.3,1
2026-03-08,STORE02,cloudy,9.5,0,1
2026-03-08,STORE03,sunny,11.3,0,1
2026-03-08,STORE04,cloudy,9.5,0,1
2026-03-08,STORE05,cloudy,6.4,0,1
2026-03-09,STORE01,rain,12.7,1.8,0
2026-03-09,STORE02,sunny,7.0,0,0
2026-03-09,STORE03,sunny,2.4,0,0
2026-03-09,STORE04,sunny,3.8,0,0
2026-03-09,STORE05,sunny,16.9,0,0
2026-03-10,STORE01,cloudy,10.2,0,0
2026-03-10,STORE02,rain,14.1,15.5,0
2026-03-10,STORE03,cloudy,14.4,0,0
2026-03-10,STORE04,sunny,11.3,0,0
2026-03-10,STORE05,rain,12.3,10.0,0
2026-03-11,STORE01,cloudy,7.2,0,0
2026-03-11,STORE02,sunny,14.9,0,0
2026-03-11,STORE03,cloudy,7.5,0,0
2026-03-11,STORE04,snow,9.2,0,0
2026-03-11,STORE05,sunny,9.8,0,0
2026-03-12,STORE01,rain,8.0,9.3,0
2026-03-12,STORE02,sunny,11.3,0,0
2026-03-12,STORE03,cloudy,6.9,0,0
2026-03-12,STORE04,sunny,2.2,0,0
2026-03-12,STORE05,rain,14.9,15.1,0
2026-03-13,STORE01,rain,4.1,8.9,0
2026-03-13,STORE02,cloudy,11.8,0,0
2026-03-13,STORE03,sunny,8.6,0,0
2026-03-13,STORE04,cloudy,8.1,0,0
2026-03-13,STORE05,snow,15.2,0,0
2026-03-14,STORE01,sunny,12.9,0,1
2026-03-14,STORE02,sunny,4.6,0,1
2026-03-14,STORE03,sunny,6.8,0,1
2026-03-14,STORE04,cloudy,16.1,0,1
2026-03-14,STORE05,rain,9.7,8.1,1
2026-03-15,STORE01,rain,13.5,5.9,1
2026-03-15,STORE02,cloudy,0.7,0,1
2026-03-15,STORE03,cloudy,14.7,0,1
2026-03-15,STORE04,sunny,9.1,0,1
2026-03-15,STORE05,cloudy,7.5,0,1
2026-03-16,STORE01,cloudy,19.8,0,0
2026-03-16,STORE02,cloudy,11.3,0,0
2026-03-16,STORE03,cloudy,7.9,0,0
2026-03-16,STORE04,cloudy,13.1,0,0
2026-03-16,STORE05,cloudy,7.8,0,0
2026-03-17,STORE01,sunny,10.1,0,0
2026-03-17,STORE02,cloudy,6.5,0,0
2026-03-17,STORE03,sunny,18.0,0,0
2026-03-17,STORE04,sunny,14.5,0,0
2026-03-17,STORE05,cloudy,12.6,0,0
2026-03-18,STORE01,sunny,14.4,0,0
2026-03-18,STORE02,sunny,14.5,0,0
2026-03-18,STORE03,rain,12.1,3.7,0
2026-03-18,STORE04,cloudy,10.5,0,0
2026-03-18,STORE05,cloudy,15.3,0,0
2026-03-19,STORE01,sunny,14.3,0,0
2026-03-19,STORE02,sunny,6.4,0,0
2026-03-19,STORE03,sunny,11.3,0,0
2026-03-19,STORE04,cloudy,12.7,0,0
2026-03-19,STORE05,snow,9.9,0,0
2026-03-20,STORE01,rain,11.0,14.4,0
2026-03-20,STORE02,rain,7.1,10.7,0
2026-03-20,STORE03,cloudy,8.1,0,0
2026-03-20,STORE04,sunny,14.9,0,0
2026-03-20,STORE05,sunny,14.7,0,0
2026-03-21,STORE01,sunny,12.1,0,1
2026-03-21,STORE02,cloudy,8.7,0,1
2026-03-21,STORE03,cloudy,18.3,0,1
2026-03-21,STORE04,sunny,11.9,0,1
2026-03-21,STORE05,rain,14.4,16.9,1
2026-03-22,STORE01,sunny,12.9,0,1
2026-03-22,STORE02,cloudy,15.5,0,1
2026-03-22,STORE03,rain,6.5,17.4,1
2026-03-22,STORE04,sunny,10.6,0,1
2026-03-22,STORE05,sunny,7.8,0,1
2026-03-23,STORE01,sunny,8.6,0,0
2026-03-23,STORE02,sunny,11.0,0,0
2026-03-23,STORE03,sunny,12.8,0,0
2026-03-23,STORE04,sunny,12.8,0,0
2026-03-23,STORE05,sunny,10.9,0,0
2026-03-24,STORE01,rain,17.9,14.2,0
2026-03-24,STORE02,rain,12.0,7.8,0
2026-03-24,STORE03,sunny,16.4,0,0
2026-03-24,STORE04,rain,15.0,2.8,0
2026-03-24,STORE05,cloudy,13.2,0,0
2026-03-25,STORE01,sunny,17.2,0,0
2026-03-25,STORE02,rain,14.4,13.9,0
2026-03-25,STORE03,cloudy,17.7,0,0
2026-03-25,STORE04,sunny,10.7,0,0
2026-03-25,STORE05,cloudy,19.1,0,0
2026-03-26,STORE01,cloudy,12.7,0,0
2026-03-26,STORE02,rain,13.2,11.2,0
2026-03-26,STORE03,rain,4.5,4.4,0
2026-03-26,STORE04,sunny,14.4,0,0
2026-03-26,STORE05,rain,9.9,8.3,0
2026-03-27,STORE01,rain,11.7,15.9,0
2026-03-27,STORE02,sunny,7.3,0,0
2026-03-27,STORE03,cloudy,4.8,0,0
2026-03-27,STORE04,cloudy,15.9,0,0
2026-03-27,STORE05,snow,15.1,0,0
2026-03-28,STORE01,rain,12.5,14.7,1
2026-03-28,STORE02,sunny,14.5,0,1
2026-03-28,STORE03,rain,7.6,5.1,1
2026-03-28,STORE04,cloudy,10.7,0,1
2026-03-28,STORE05,cloudy,7.0,0,1
2026-03-29,STORE01,sunny,20.2,0,1
2026-03-29,STORE02,rain,6.7,5.7,1
2026-03-29,STORE03,sunny,13.3,0,1
2026-03-29,STORE04,cloudy,13.8,0,1
2026-03-29,STORE05,rain,12.8,0.4,1
2026-03-30,STORE01,rain,14.6,5.4,0
2026-03-30,STORE02,sunny,14.1,0,0
2026-03-30,STORE03,sunny,10.6,0,0
2026-03-30,STORE04,cloudy,11.7,0,0
2026-03-30,STORE05,cloudy,13.6,0,0
2026-03-31,STORE01,cloudy,10.3,0,0
2026-03-31,STORE02,cloudy,16.9,0,0
2026-03-31,STORE03,sunny,15.6,0,0
2026-03-31,STORE04,rain,19.8,15.2,0
2026-03-31,STORE05,sunny,9.2,0,0
2026-04-01,STORE01,cloudy,14.5,0,0
2026-04-01,STORE02,snow,16.1,0,0
2026-04-01,STORE03,sunny,14.5,0,0
2026-04-01,STORE04,sunny,17.2,0,0
2026-04-01,STORE05,sunny,14.6,0,0
2026-04-02,STORE01,sunny,13.3,0,0
2026-04-02,STORE02,cloudy,18.3,0,0
2026-04-02,STORE03,sunny,8.0,0,0
2026-04-02,STORE04,rain,17.2,7.8,0
2026-04-02,STORE05,sunny,19.8,0,0
2026-04-03,STORE01,sunny,20.8,0,0
2026-04-03,STORE02,rain,11.5,11.8,0
2026-04-03,STORE03,cloudy,25.0,0,0
2026-04-03,STORE04,cloudy,15.4,0,0
2026-04-03,STORE05,cloudy,13.5,0,0
2026-04-04,STORE01,sunny,10.4,0,1
2026-04-04,STORE02,sunny,16.0,0,1
2026-04-04,STORE03,cloudy,11.4,0,1
2026-04-04,STORE04,sunny,13.8,0,1
2026-04-04,STORE05,cloudy,14.8,0,1
2026-04-05,STORE01,cloudy,15.6,0,1
2026-04-05,STORE02,rain,15.6,13.1,1
2026-04-05,STORE03,cloudy,12.7,0,1
2026-04-05,STORE04,cloudy,11.6,0,1
2026-04-05,STORE05,cloudy,16.6,0,1
2026-04-06,STORE01,sunny,16.8,0,0
2026-04-06,STORE02,sunny,20.3,0,0
2026-04-06,STORE03,rain,9.7,14.8,0
2026-04-06,STORE04,sunny,10.6,0,0
2026-04-06,STORE05,sunny,16.2,0,0
2026-04-07,STORE01,sunny,13.6,0,0
2026-04-07,STORE02,snow,8.8,0,0
2026-04-07,STORE03,rain,18.7,16.5,0
2026-04-07,STORE04,cloudy,12.0,0,0
2026-04-07,STORE05,cloudy,19.8,0,0
2026-04-08,STORE01,sunny,18.7,0,0
2026-04-08,STORE02,sunny,10.4,0,0
2026-04-08,STORE03,sunny,22.9,0,0
2026-04-08,STORE04,sunny,19.0,0,0
2026-04-08,STORE05,sunny,18.0,0,0
2026-04-09,STORE01,cloudy,14.8,0,0
2026-04-09,STORE02,cloudy,7.2,0,0
2026-04-09,STORE03,rain,12.2,3.8,0
2026-04-09,STORE04,rain,10.5,4.8,0
2026-04-09,STORE05,sunny,23.6,0,0
2026-04-10,STORE01,sunny,16.3,0,0
2026-04-10,STORE02,cloudy,16.4,0,0
2026-04-10,STORE03,sunny,13.2,0,0
2026-04-10,STORE04,cloudy,17.8,0,0
2026-04-10,STORE05,sunny,17.1,0,0
2026-04-11,STORE01,rain,21.6,17.6,1
2026-04-11,STORE02,sunny,15.5,0,1
2026-04-11,STORE03,sunny,9.1,0,1
2026-04-11,STORE04,cloudy,15.3,0,1
2026-04-11,STORE05,rain,20.5,12.4,1
2026-04-12,STORE01,sunny,18.5,0,1
2026-04-12,STORE02,rain,12.1,16.4,1
2026-04-12,STORE03,cloudy,14.8,0,1
2026-04-12,STORE04,cloudy,15.4,0,1
2026-04-12,STORE05,sunny,13.4,0,1
2026-04-13,STORE01,sunny,15.9,0,0
2026-04-13,STORE02,cloudy,15.1,0,0
2026-04-13,STORE03,rain,23.7,10.3,0
2026-04-13,STORE04,sunny,14.3,0,0
2026-04-13,STORE05,rain,16.0,16.5,0
2026-04-14,STORE01,cloudy,19.3,0,0
2026-04-14,STORE02,rain,19.8,13.7,0
2026-04-14,STORE03,sunny,10.2,0,0
2026-04-14,STORE04,sunny,15.3,0,0
2026-04-14,STORE05,sunny,9.1,0,0
2026-04-15,STORE01,snow,20.0,0,0
2026-04-15,STORE02,rain,17.6,1.3,0
2026-04-15,STORE03,sunny,17.4,0,0
2026-04-15,STORE04,rain,21.8,13.5,0
2026-04-15,STORE05,cloudy,15.9,0,0
2026-04-16,STORE01,sunny,13.5,0,0
2026-04-16,STORE02,rain,23.4,9.3,0
2026-04-16,STORE03,rain,15.9,2.0,0
2026-04-16,STORE04,cloudy,15.2,0,0
2026-04-16,STORE05,sunny,21.6,0,0
2026-04-17,STORE01,sunny,16.2,0,0
2026-04-17,STORE02,cloudy,17.3,0,0
2026-04-17,STORE03,snow,15.7,0,0
2026-04-17,STORE04,sunny,21.9,0,0
2026-04-17,STORE05,cloudy,16.6,0,0
2026-04-18,STORE01,sunny,12.3,0,1
2026-04-18,STORE02,cloudy,24.2,0,1
2026-04-18,STORE03,cloudy,21.0,0,1
2026-04-18,STORE04,cloudy,14.1,0,1
2026-04-18,STORE05,rain,19.6,11.9,1
2026-04-19,STORE01,rain,20.2,8.5,1
2026-04-19,STORE02,cloudy,14.1,0,1
2026-04-19,STORE03,sunny,16.4,0,1
2026-04-19,STORE04,cloudy,26.2,0,1
2026-04-19,STORE05,sunny,22.3,0,1
2026-04-20,STORE01,rain,17.1,11.7,0
2026-04-20,STORE02,sunny,11.7,0,0
2026-04-20,STORE03,sunny,18.9,0,0
2026-04-20,STORE04,rain,16.4,11.0,0
2026-04-20,STORE05,sunny,18.4,0,0
2026-04-21,STORE01,sunny,23.1,0,0
2026-04-21,STORE02,cloudy,17.5,0,0
2026-04-21,STORE03,sunny,19.3,0,0
2026-04-21,STORE04,snow,25.0,0,0
2026-04-21,STORE05,cloudy,19.3,0,0
2026-04-22,STORE01,cloudy,19.0,0,0
2026-04-22,STORE02,cloudy,20.1,0,0
2026-04-22,STORE03,snow,14.8,0,0
2026-04-22,STORE04,rain,19.4,2.3,0
2026-04-22,STORE05,sunny,23.1,0,0
2026-04-23,STORE01,cloudy,16.0,0,0
2026-04-23,STORE02,sunny,14.4,0,0
2026-04-23,STORE03,sunny,21.5,0,0
2026-04-23,STORE04,sunny,27.4,0,0
2026-04-23,STORE05,rain,16.3,6.1,0
