date,store_id,sku_id,promo_type,discount_rate
2026-01-08,STORE04,SKU049,1+1,0.5
2026-01-08,STORE04,SKU059,2+1,0.33
2026-01-08,STORE04,SKU066,1+1,0.5
2026-01-08,STORE04,SKU069,discount,0.1
2026-01-08,STORE04,SKU087,1+1,0.5
2026-01-08,STORE05,SKU059,2+1,0.33
2026-01-08,STORE05,SKU072,discount,0.1
2026-01-08,STORE05,SKU100,1+1,0.5
2026-01-09,STORE01,SKU009,discount,0.2
2026-01-09,STORE01,SKU011,2+1,0.33
2026-01-09,STORE01,SKU027,discount,0.1
2026-01-09,STORE01,SKU073,1+1,0.5
2026-01-09,STORE02,SKU012,1+1,0.5
2026-01-09,STORE02,SKU021,2+1,0.33
2026-01-09,STORE02,SKU061,discount,0.3
2026-01-09,STORE02,SKU062,1+1,0.5
2026-01-09,STORE02,SKU096,1+1,0.5
2026-01-09,STORE03,SKU068,2+1,0.33
2026-01-09,STORE04,SKU003,1+1,0.5
2026-01-09,STORE04,SKU009,2+1,0.33
2026-01-09,STORE04,SKU017,2+1,0.33
2026-01-09,STORE04,SKU083,discount,0.1
2026-01-09,STORE04,SKU098,discount,0.1
2026-01-09,STORE05,SKU018,1+1,0.5
2026-01-09,STORE05,SKU044,2+1,0.33
2026-01-09,STORE05,SKU055,2+1,0.33
2026-01-10,STORE01,SKU002,2+1,0.33
2026-01-10,STORE01,SKU010,2+1,0.33
2026-01-10,STORE01,SKU019,2+1,0.33
2026-01-10,STORE01,SKU027,discount,0.3
2026-01-10,STORE01,SKU035,2+1,0.33
2026-01-10,STORE01,SKU045,2+1,0.33
2026-01-10,STORE01,SKU048,discount,0.2
2026-01-10,STORE01,SKU061,discount,0.1
2026-01-10,STORE01,SKU087,1+1,0.5
2026-01-10,STORE01,SKU096,discount,0.3
2026-01-10,STORE02,SKU009,2+1,0.33
2026-01-10,STORE02,SKU062,2+1,0.33
2026-01-10,STORE02,SKU081,discount,0.3
2026-01-10,STORE03,SKU027,1+1,0.5
2026-01-10,STORE03,SKU047,discount,0.1
2026-01-10,STORE03,SKU048,discount,0.2
2026-01-10,STORE03,SKU066,discount,0.3
2026-01-10,STORE04,SKU022,discount,0.15
2026-01-10,STORE04,SKU036,1+1,0.5
2026-01-10,STORE04,SKU075,discount,0.1
2026-01-10,STORE04,SKU077,discount,0.15
2026-01-10,STORE04,SKU078,2+1,0.33
2026-01-10,STORE04,SKU081,1+1,0.5
2026-01-10,STORE04,SKU091,1+1,0.5
2026-01-10,STORE05,SKU016,2+1,0.33
2026-01-10,STORE05,SKU041,1+1,0.5
2026-01-10,STORE05,SKU052,discount,0.2
2026-01-10,STORE05,SKU063,1+1,0.5
2026-01-10,STORE05,SKU084,discount,0.3
2026-01-10,STORE05,SKU100,1+1,0.5
2026-01-11,STORE01,SKU010,discount,0.3
2026-01-11,STORE01,SKU025,1+1,0.5
2026-01-11,STORE01,SKU050,2+1,0.33
2026-01-11,STORE01,SKU086,1+1,0.5
2026-01-11,STORE02,SKU021,discount,0.15
2026-01-11,STORE02,SKU028,discount,0.1
2026-01-11,STORE02,SKU047,discount,0.15
2026-01-11,STORE02,SKU051,1+1,0.5
2026-01-11,STORE02,SKU054,1+1,0.5
2026-01-11,STORE02,SKU080,discount,0.2
2026-01-11,STORE03,SKU001,2+1,0.33
2026-01-11,STORE03,SKU015,1+1,0.5
2026-01-11,STORE03,SKU026,2+1,0.33
2026-01-11,STORE03,SKU030,1+1,0.5
2026-01-11,STORE03,SKU069,2+1,0.33
2026-01-11,STORE03,SKU075,1+1,0.5
2026-01-11,STORE04,SKU008,discount,0.3
2026-01-11,STORE04,SKU012,2+1,0.33
2026-01-11,STORE04,SKU052,1+1,0.5
2026-01-11,STORE04,SKU070,discount,0.3
2026-01-11,STORE04,SKU080,2+1,0.33
2026-01-11,STORE04,SKU087,discount,0.1
2026-01-11,STORE04,SKU093,discount,0.2
2026-01-11,STORE04,SKU094,1+1,0.5
2026-01-11,STORE05,SKU018,discount,0.3
2026-01-11,STORE05,SKU038,2+1,0.33
2026-01-11,STORE05,SKU075,discount,0.3
2026-01-11,STORE05,SKU082,2+1,0.33
2026-01-11,STORE05,SKU090,2+1,0.33
2026-01-12,STORE01,SKU042,discount,0.1
2026-01-12,STORE01,SKU046,discount,0.15
2026-01-12,STORE01,SKU055,1+1,0.5
2026-01-12,STORE01,SKU078,discount,0.3
2026-01-12,STORE02,SKU001,discount,0.1
2026-01-12,STORE02,SKU005,discount,0.3
2026-01-12,STORE03,SKU018,2+1,0.33
2026-01-12,STORE03,SKU021,discount,0.1
2026-01-12,STORE03,SKU024,discount,0.3
2026-01-12,STORE03,SKU049,1+1,0.5
2026-01-12,STORE03,SKU068,discount,0.2
2026-01-12,STORE03,SKU077,1+1,0.5
2026-01-12,STORE03,SKU078,2+1,0.33
2026-01-12,STORE03,SKU085,discount,0.2
2026-01-12,STORE03,SKU086,1+1,0.5
2026-01-12,STORE04,SKU038,2+1,0.33
2026-01-12,STORE04,SKU040,1+1,0.5
2026-01-12,STORE04,SKU042,2+1,0.33
2026-01-12,STORE04,SKU048,discount,0.3
2026-01-12,STORE04,SKU053,2+1,0.33
2026-01-12,STORE05,SKU014,2+1,0.33
2026-01-12,STORE05,SKU029,1+1,0.5
2026-01-12,STORE05,SKU047,1+1,0.5
2026-01-12,STORE05,SKU058,discount,0.3
2026-01-12,STORE05,SKU098,2+1,0.33
2026-01-13,STORE01,SKU093,discount,0.3
2026-01-13,STORE02,SKU029,discount,0.2
2026-01-13,STORE02,SKU045,discount,0.3
2026-01-13,STORE03,SKU024,2+1,0.33
2026-01-13,STORE03,SKU072,2+1,0.33
2026-01-13,STORE03,SKU076,discount,0.15
2026-01-13,STORE03,SKU079,discount,0.1
2026-01-13,STORE03,SKU098,2+1,0.33
2026-01-13,STORE04,SKU001,discount,0.2
2026-01-13,STORE04,SKU046,1+1,0.5
2026-01-13,STORE04,SKU055,2+1,0.33
2026-01-13,STORE05,SKU014,discount,0.2
2026-01-13,STORE05,SKU034,1+1,0.5
2026-01-13,STORE05,SKU066,1+1,0.5
2026-01-13,STORE05,SKU076,2+1,0.33
2026-01-13,STORE05,SKU084,2+1,0.33
2026-01-14,STORE01,SKU035,1+1,0.5
2026-01-14,STORE01,SKU036,1+1,0.5
2026-01-14,STORE01,SKU064,2+1,0.33
2026-01-14,STORE01,SKU075,discount,0.15
2026-01-14,STORE01,SKU095,2+1,0.33
2026-01-14,STORE02,SKU003,1+1,0.5
2026-01-14,STORE02,SKU017,2+1,0.33
2026-01-14,STORE02,SKU037,discount,0.15
2026-01-14,STORE02,SKU048,2+1,0.33
2026-01-14,STORE02,SKU065,1+1,0.5
2026-01-14,STORE02,SKU068,discount,0.15
2026-01-14,STORE02,SKU087,discount,0.1
2026-01-14,STORE02,SKU096,discount,0.2
2026-01-14,STORE03,SKU019,discount,0.3
2026-01-14,STORE03,SKU022,2+1,0.33
2026-01-14,STORE03,SKU040,discount,0.3
2026-01-14,STORE03,SKU069,discount,0.15
2026-01-14,STORE03,SKU077,2+1,0.33
2026-01-14,STORE03,SKU095,1+1,0.5
2026-01-14,STORE04,SKU009,discount,0.2
2026-01-14,STORE04,SKU012,1+1,0.5
2026-01-14,STORE04,SKU028,2+1,0.33
2026-01-14,STORE04,SKU050,discount,0.3
2026-01-14,STORE04,SKU051,1+1,0.5
2026-01-14,STORE04,SKU080,discount,0.3
2026-01-14,STORE05,SKU001,2+1,0.33
2026-01-14,STORE05,SKU019,1+1,0.5
2026-01-14,STORE05,SKU051,2+1,0.33
2026-01-14,STORE05,SKU053,2+1,0.33
2026-01-14,STORE05,SKU069,discount,0.3
2026-01-14,STORE05,SKU074,1+1,0.5
2026-01-15,STORE01,SKU003,2+1,0.33
2026-01-15,STORE01,SKU017,discount,0.1
2026-01-15,STORE01,SKU031,1+1,0.5
2026-01-15,STORE01,SKU073,2+1,0.33
2026-01-15,STORE01,SKU080,1+1,0.5
2026-01-15,STORE02,SKU012,discount,0.1
2026-01-15,STORE02,SKU013,discount,0.15
2026-01-15,STORE02,SKU019,2+1,0.33
2026-01-15,STORE02,SKU044,1+1,0.5
2026-01-15,STORE02,SKU082,discount,0.3
2026-01-15,STORE02,SKU087,discount,0.3
2026-01-15,STORE03,SKU015,discount,0.3
2026-01-15,STORE03,SKU043,2+1,0.33
2026-01-15,STORE03,SKU067,2+1,0.33
2026-01-15,STORE03,SKU085,discount,0.1
2026-01-15,STORE03,SKU094,discount,0.3
2026-01-15,STORE04,SKU039,2+1,0.33
2026-01-15,STORE04,SKU052,2+1,0.33
2026-01-15,STORE04,SKU081,2+1,0.33
2026-01-15,STORE04,SKU092,2+1,0.33
2026-01-15,STORE05,SKU020,2+1,0.33
2026-01-15,STORE05,SKU021,1+1,0.5
2026-01-15,STORE05,SKU022,1+1,0.5
2026-01-15,STORE05,SKU048,1+1,0.5
2026-01-15,STORE05,SKU049,discount,0.2
2026-01-15,STORE05,SKU059,1+1,0.5
2026-01-15,STORE05,SKU065,2+1,0.33
2026-01-15,STORE05,SKU093,discount,0.3
2026-01-16,STORE01,SKU010,discount,0.15
2026-01-16,STORE01,SKU016,1+1,0.5
2026-01-16,STORE01,SKU018,1+1,0.5
2026-01-16,STORE01,SKU031,1+1,0.5
2026-01-16,STORE01,SKU053,2+1,0.33
2026-01-16,STORE01,SKU054,1+1,0.5
2026-01-16,STORE01,SKU075,discount,0.15
2026-01-16,STORE02,SKU037,discount,0.2
2026-01-16,STORE02,SKU039,2+1,0.33
2026-01-16,STORE02,SKU072,1+1,0.5
2026-01-16,STORE02,SKU083,2+1,0.33
2026-01-16,STORE02,SKU087,discount,0.15
2026-01-16,STORE03,SKU003,1+1,0.5
2026-01-16,STORE03,SKU028,discount,0.15
2026-01-16,STORE03,SKU035,2+1,0.33
2026-01-16,STORE03,SKU037,1+1,0.5
2026-01-16,STORE03,SKU040,discount,0.15
2026-01-16,STORE03,SKU043,discount,0.3
2026-01-16,STORE03,SKU078,discount,0.15
2026-01-16,STORE04,SKU007,1+1,0.5
2026-01-16,STORE04,SKU047,discount,0.15
2026-01-16,STORE04,SKU052,1+1,0.5
2026-01-16,STORE04,SKU061,discount,0.2
2026-01-16,STORE04,SKU087,discount,0.3
2026-01-16,STORE05,SKU012,discount,0.1
2026-01-16,STORE05,SKU022,2+1,0.33
2026-01-16,STORE05,SKU038,2+1,0.33
2026-01-16,STORE05,SKU041,2+1,0.33
2026-01-16,STORE05,SKU092,2+1,0.33
2026-01-17,STORE01,SKU016,2+1,0.33
2026-01-17,STORE01,SKU034,discount,0.3
2026-01-17,STORE01,SKU050,1+1,0.5
2026-01-17,STORE01,SKU053,discount,0.15
2026-01-17,STORE01,SKU080,2+1,0.33
2026-01-17,STORE02,SKU006,1+1,0.5
2026-01-17,STORE02,SKU010,2+1,0.33
2026-01-17,STORE02,SKU026,discount,0.3
2026-01-17,STORE02,SKU027,1+1,0.5
2026-01-17,STORE02,SKU046,2+1,0.33
2026-01-17,STORE02,SKU057,2+1,0.33
2026-01-17,STORE02,SKU070,1+1,0.5
2026-01-17,STORE02,SKU078,discount,0.2
2026-01-17,STORE02,SKU098,2+1,0.33
2026-01-17,STORE03,SKU016,discount,0.3
2026-01-17,STORE03,SKU076,2+1,0.33
2026-01-17,STORE04,SKU012,discount,0.2
2026-01-17,STORE04,SKU059,2+1,0.33
2026-01-17,STORE04,SKU094,1+1,0.5
2026-01-17,STORE05,SKU053,discount,0.1
2026-01-17,STORE05,SKU054,1+1,0.5
2026-01-17,STORE05,SKU075,discount,0.15
2026-01-17,STORE05,SKU092,1+1,0.5
2026-01-18,STORE01,SKU003,2+1,0.33
2026-01-18,STORE01,SKU026,2+1,0.33
2026-01-18,STORE01,SKU027,1+1,0.5
2026-01-18,STORE01,SKU035,2+1,0.33
2026-01-18,STORE01,SKU047,2+1,0.33
2026-01-18,STORE01,SKU091,1+1,0.5
2026-01-18,STORE01,SKU092,discount,0.1
2026-01-18,STORE02,SKU008,1+1,0.5
2026-01-18,STORE02,SKU035,2+1,0.33
2026-01-18,STORE02,SKU046,2+1,0.33
2026-01-18,STORE02,SKU050,1+1,0.5
2026-01-18,STORE02,SKU056,1+1,0.5
2026-01-18,STORE02,SKU064,discount,0.15
2026-01-18,STORE02,SKU082,2+1,0.33
2026-01-18,STORE02,SKU087,2+1,0.33
2026-01-18,STORE02,SKU090,1+1,0.5
2026-01-18,STORE03,SKU031,discount,0.1
2026-01-18,STORE03,SKU051,2+1,0.33
2026-01-18,STORE03,SKU092,1+1,0.5
2026-01-18,STORE04,SKU019,discount,0.2
2026-01-18,STORE04,SKU023,discount,0.2
2026-01-18,STORE04,SKU026,2+1,0.33
2026-01-18,STORE04,SKU060,2+1,0.33
2026-01-18,STORE04,SKU081,2+1,0.33
2026-01-18,STORE04,SKU088,1+1,0.5
2026-01-18,STORE05,SKU023,1+1,0.5
2026-01-18,STORE05,SKU049,discount,0.15
2026-01-18,STORE05,SKU088,2+1,0.33
2026-01-19,STORE01,SKU005,discount,0.1
2026-01-19,STORE01,SKU012,1+1,0.5
2026-01-19,STORE01,SKU021,2+1,0.33
2026-01-19,STORE01,SKU033,1+1,0.5
2026-01-19,STORE01,SKU063,discount,0.15
2026-01-19,STORE01,SKU068,2+1,0.33
2026-01-19,STORE01,SKU083,discount,0.15
2026-01-19,STORE01,SKU089,2+1,0.33
2026-01-19,STORE02,SKU007,2+1,0.33
2026-01-19,STORE02,SKU011,discount,0.2
2026-01-19,STORE02,SKU013,1+1,0.5
2026-01-19,STORE02,SKU039,1+1,0.5
2026-01-19,STORE02,SKU043,discount,0.15
2026-01-19,STORE02,SKU047,1+1,0.5
2026-01-19,STORE03,SKU021,2+1,0.33
2026-01-19,STORE03,SKU036,2+1,0.33
2026-01-19,STORE03,SKU039,1+1,0.5
2026-01-19,STORE03,SKU042,discount,0.1
2026-01-19,STORE03,SKU100,discount,0.15
2026-01-19,STORE04,SKU067,discount,0.15
2026-01-19,STORE04,SKU068,1+1,0.5
2026-01-19,STORE04,SKU086,discount,0.1
2026-01-19,STORE04,SKU089,2+1,0.33
2026-01-19,STORE04,SKU092,discount,0.3
2026-01-19,STORE05,SKU012,2+1,0.33
2026-01-19,STORE05,SKU014,2+1,0.33
2026-01-19,STORE05,SKU022,discount,0.1
2026-01-19,STORE05,SKU025,2+1,0.33
2026-01-19,STORE05,SKU030,2+1,0.33
2026-01-19,STORE05,SKU033,2+1,0.33
2026-01-19,STORE05,SKU057,2+1,0.33
2026-01-19,STORE05,SKU076,2+1,0.33
2026-01-19,STORE05,SKU079,discount,0.3
2026-01-19,STORE05,SKU081,2+1,0.33
2026-01-19,STORE05,SKU082,discount,0.2
2026-01-19,STORE05,SKU090,discount,0.15
2026-01-20,STORE01,SKU012,1+1,0.5
2026-01-20,STORE01,SKU020,discount,0.15
2026-01-20,STORE01,SKU022,2+1,0.33
2026-01-20,STORE01,SKU030,discount,0.3
2026-01-20,STORE01,SKU032,2+1,0.33
2026-01-20,STORE01,SKU034,2+1,0.33
2026-01-20,STORE01,SKU035,discount,0.3
2026-01-20,STORE01,SKU040,2+1,0.33
2026-01-20,STORE01,SKU042,1+1,0.5
2026-01-20,STORE01,SKU056,2+1,0.33
2026-01-20,STORE02,SKU031,2+1,0.33
2026-01-20,STORE02,SKU058,1+1,0.5
2026-01-20,STORE02,SKU068,2+1,0.33
2026-01-20,STORE02,SKU073,discount,0.1
2026-01-20,STORE02,SKU076,1+1,0.5
2026-01-20,STORE02,SKU079,2+1,0.33
2026-01-20,STORE03,SKU013,2+1,0.33
2026-01-20,STORE03,SKU031,1+1,0.5
2026-01-20,STORE03,SKU051,2+1,0.33
2026-01-20,STORE03,SKU085,1+1,0.5
2026-01-20,STORE04,SKU002,discount,0.2
2026-01-20,STORE04,SKU009,2+1,0.33
2026-01-20,STORE04,SKU096,1+1,0.5
2026-01-20,STORE04,SKU097,1+1,0.5
2026-01-20,STORE05,SKU003,discount,0.15
2026-01-20,STORE05,SKU047,1+1,0.5
2026-01-20,STORE05,SKU049,1+1,0.5
2026-01-20,STORE05,SKU092,2+1,0.33
2026-01-21,STORE01,SKU021,1+1,0.5
2026-01-21,STORE01,SKU041,1+1,0.5
2026-01-21,STORE01,SKU043,discount,0.3
2026-01-21,STORE01,SKU048,1+1,0.5
2026-01-21,STORE01,SKU056,2+1,0.33
2026-01-21,STORE01,SKU060,2+1,0.33
2026-01-21,STORE01,SKU088,discount,0.3
2026-01-21,STORE01,SKU097,discount,0.15
2026-01-21,STORE02,SKU013,discount,0.15
2026-01-21,STORE02,SKU015,discount,0.2
2026-01-21,STORE02,SKU018,discount,0.15
2026-01-21,STORE02,SKU022,discount,0.2
2026-01-21,STORE02,SKU028,1+1,0.5
2026-01-21,STORE02,SKU034,2+1,0.33
2026-01-21,STORE02,SKU079,2+1,0.33
