date,d,item_id,sku_id,product_name,sales,sell_price
2021-03-02,33,FOODS_2_019,10060,해태포키블루베리41G,1,2.98
2021-03-03,34,FOODS_2_019,10060,해태포키블루베리41G,7,2.98
2021-03-04,35,FOODS_2_019,10060,해태포키블루베리41G,8,2.98
2021-03-05,36,FOODS_2_019,10060,해태포키블루베리41G,24,2.98
2021-03-06,37,FOODS_2_019,10060,해태포키블루베리41G,16,2.98
2021-03-07,38,FOODS_2_019,10060,해태포키블루베리41G,23,2.98
2021-03-08,39,FOODS_2_019,10060,해태포키블루베리41G,42,2.98
2021-03-09,40,FOODS_2_019,10060,해태포키블루베리41G,37,2.98
2021-03-10,41,FOODS_2_019,10060,해태포키블루베리41G,42,2.98
2021-03-11,42,FOODS_2_019,10060,해태포키블루베리41G,27,2.98
2021-03-12,43,FOODS_2_019,10060,해태포키블루베리41G,36,2.98
2021-03-13,44,FOODS_2_019,10060,해태포키블루베리41G,51,2.98
2021-03-14,45,FOODS_2_019,10060,해태포키블루베리41G,22,2.98
2021-03-15,46,FOODS_2_019,10060,해태포키블루베리41G,12,2.98
2021-03-16,47,FOODS_2_019,10060,해태포키블루베리41G,9,2.98
2021-03-17,48,FOODS_2_019,10060,해태포키블루베리41G,0,2.98
2021-03-18,49,FOODS_2_019,10060,해태포키블루베리41G,8,2.98
2021-03-19,50,FOODS_2_019,10060,해태포키블루베리41G,0,2.98
2021-03-20,51,FOODS_2_019,10060,해태포키블루베리41G,16,2.98
2021-03-21,52,FOODS_2_019,10060,해태포키블루베리41G,0,2.98
2021-03-22,53,FOODS_2_019,10060,해태포키블루베리41G,0,2.98
2021-03-23,54,FOODS_2_019,10060,해태포키블루베리41G,13,2.98
2021-03-24,55,FOODS_2_019,10060,해태포키블루베리41G,2,2.98
2021-03-25,56,FOODS_2_019,10060,해태포키블루베리41G,0,2.98
2021-03-26,57,FOODS_2_019,10060,해태포키블루베리41G,0,2.98
2021-03-27,58,FOODS_2_019,10060,해태포키블루베리41G,12,2.98
2021-03-28,59,FOODS_2_019,10060,해태포키블루베리41G,21,2.98
2021-03-29,60,FOODS_2_019,10060,해태포키블루베리41G,0,2.98
2021-03-30,61,FOODS_2_019,10060,해태포키블루베리41G,0,2.98
2021-03-31,62,FOODS_2_019,10060,해태포키블루베리41G,9,2.98
2021-04-01,63,FOODS_2_019,10060,해태포키블루베리41G,7,2.98
2021-04-02,64,FOODS_2_019,10060,해태포키블루베리41G,9,2.98
2021-04-03,65,FOODS_2_019,10060,해태포키블루베리41G,15,2.98
2021-04-04,66,FOODS_2_019,10060,해태포키블루베리41G,0,2.98
2021-04-05,67,FOODS_2_019,10060,해태포키블루베리41G,8,2.98
2021-04-06,68,FOODS_2_019,10060,해태포키블루베리41G,0,2.98
2021-04-07,69,FOODS_2_019,10060,해태포키블루베리41G,0,2.98
2021-04-08,70,FOODS_2_019,10060,해태포키블루베리41G,16,2.98
2021-04-09,71,FOODS_2_019,10060,해태포키블루베리41G,0,2.98
2021-04-10,72,FOODS_2_019,10060,해태포키블루베리41G,8,2.98
2021-04-11,73,FOODS_2_019,10060,해태포키블루베리41G,8,2.98
2021-04-12,74,FOODS_2_019,10060,해태포키블루베리41G,0,2.98
2021-04-13,75,FOODS_2_019,10060,해태포키블루베리41G,0,2.98
2021-04-14,76,FOODS_2_019,10060,해태포키블루베리41G,0,2.98
2021-04-15,77,FOODS_2_019,10060,해태포키블루베리41G,0,2.98
2021-04-16,78,FOODS_2_019,10060,해태포키블루베리41G,8,2.98
2021-04-17,79,FOODS_2_019,10060,해태포키블루베리41G,0,2.98
2021-04-18,80,FOODS_2_019,10060,해태포키블루베리41G,0,2.98
2021-04-19,81,FOODS_2_019,10060,해태포키블루베리41G,0,2.98
2021-04-20,82,FOODS_2_019,10060,해태포키블루베리41G,0,2.98
2021-04-21,83,FOODS_2_019,10060,해태포키블루베리41G,0,2.98
2021-04-22,84,FOODS_2_019,10060,해태포키블루베리41G,0,2.98
2021-04-23,85,FOODS_2_019,10060,해태포키블루베리41G,0,2.98
2021-04-24,86,FOODS_2_019,10060,해태포키블루베리41G,0,2.98
2021-04-25,87,FOODS_2_019,10060,해태포키블루베리41G,0,2.98
2021-04-26,88,FOODS_2_019,10060,해태포키블루베리41G,0,2.98
2021-04-27,89,FOODS_2_019,10060,해태포키블루베리41G,0,2.98
2021-04-28,90,FOODS_2_019,10060,해태포키블루베리41G,0,2.98
2021-04-29,91,FOODS_2_019,10060,해태포키블루베리41G,0,2.98
2021-04-30,92,FOODS_2_019,10060,해태포키블루베리41G,0,2.98
2021-05-01,93,FOODS_2_019,10060,해태포키블루베리41G,0,2.98
2021-05-02,94,FOODS_2_019,10060,해태포키블루베리41G,0,2.98
2021-05-03,95,FOODS_2_019,10060,해태포키블루베리41G,0,2.98
2021-05-04,96,FOODS_2_019,10060,해태포키블루베리41G,0,2.98
2021-05-05,97,FOODS_2_019,10060,해태포키블루베리41G,0,2.98
2021-05-06,98,FOODS_2_019,10060,해태포키블루베리41G,0,2.98
2021-05-07,99,FOODS_2_019,10060,해태포키블루베리41G,0,2.98
2021-05-08,100,FOODS_2_019,10060,해태포키블루베리41G,0,2.98
2021-05-09,101,FOODS_2_019,10060,해태포키블루베리41G,53,2.98
2021-05-10,102,FOODS_2_019,10060,해태포키블루베리41G,49,2.98
2021-05-11,103,FOODS_2_019,10060,해태포키블루베리41G,37,2.98
2021-05-12,104,FOODS_2_019,10060,해태포키블루베리41G,24,2.98
2021-05-13,105,FOODS_2_019,10060,해태포키블루베리41G,31,2.98
2021-05-14,106,FOODS_2_019,10060,해태포키블루베리41G,26,2.98
2021-05-15,107,FOODS_2_019,10060,해태포키블루베리41G,40,2.98
2021-05-16,108,FOODS_2_019,10060,해태포키블루베리41G,20,2.98
2021-05-17,109,FOODS_2_019,10060,해태포키블루베리41G,19,2.98
2021-05-18,110,FOODS_2_019,10060,해태포키블루베리41G,27,2.98
2021-05-19,111,FOODS_2_019,10060,해태포키블루베리41G,23,2.98
2021-05-20,112,FOODS_2_019,10060,해태포키블루베리41G,25,2.98
2021-05-21,113,FOODS_2_019,10060,해태포키블루베리41G,14,2.98
2021-05-22,114,FOODS_2_019,10060,해태포키블루베리41G,17,2.98
2021-05-23,115,FOODS_2_019,10060,해태포키블루베리41G,25,2.98
2021-05-24,116,FOODS_2_019,10060,해태포키블루베리41G,23,2.98
2021-05-25,117,FOODS_2_019,10060,해태포키블루베리41G,20,2.98
2021-05-26,118,FOODS_2_019,10060,해태포키블루베리41G,11,2.98
2021-05-27,119,FOODS_2_019,10060,해태포키블루베리41G,14,2.98
2021-05-28,120,FOODS_2_019,10060,해태포키블루베리41G,29,2.98
2021-05-29,121,FOODS_2_019,10060,해태포키블루베리41G,28,2.98
2021-05-30,122,FOODS_2_019,10060,해태포키블루베리41G,12,2.98
2021-05-31,123,FOODS_2_019,10060,해태포키블루베리41G,18,2.98
2021-06-01,124,FOODS_2_019,10060,해태포키블루베리41G,12,2.98
2021-06-02,125,FOODS_2_019,10060,해태포키블루베리41G,8,2.98
2021-06-03,126,FOODS_2_019,10060,해태포키블루베리41G,16,2.98
2021-06-04,127,FOODS_2_019,10060,해태포키블루베리41G,17,2.98
2021-06-05,128,FOODS_2_019,10060,해태포키블루베리41G,15,2.98
2021-06-06,129,FOODS_2_019,10060,해태포키블루베리41G,8,2.98
2021-06-07,130,FOODS_2_019,10060,해태포키블루베리41G,25,2.98
2021-06-08,131,FOODS_2_019,10060,해태포키블루베리41G,17,2.98
2021-06-09,132,FOODS_2_019,10060,해태포키블루베리41G,8,2.98
2021-06-10,133,FOODS_2_019,10060,해태포키블루베리41G,22,2.98
2021-06-11,134,FOODS_2_019,10060,해태포키블루베리41G,16,2.98
2021-06-12,135,FOODS_2_019,10060,해태포키블루베리41G,7,2.98
2021-06-13,136,FOODS_2_019,10060,해태포키블루베리41G,3,2.98
2021-06-14,137,FOODS_2_019,10060,해태포키블루베리41G,18,2.98
2021-06-15,138,FOODS_2_019,10060,해태포키블루베리41G,14,2.98
2021-06-16,139,FOODS_2_019,10060,해태포키블루베리41G,8,2.98
2021-06-17,140,FOODS_2_019,10060,해태포키블루베리41G,16,2.98
2021-06-18,141,FOODS_2_019,10060,해태포키블루베리41G,15,2.98
2021-06-19,142,FOODS_2_019,10060,해태포키블루베리41G,1,2.98
2021-06-20,143,FOODS_2_019,10060,해태포키블루베리41G,13,2.98
2021-06-21,144,FOODS_2_019,10060,해태포키블루베리41G,9,2.98
2021-06-22,145,FOODS_2_019,10060,해태포키블루베리41G,0,2.98
2021-06-23,146,FOODS_2_019,10060,해태포키블루베리41G,12,2.98
2021-06-24,147,FOODS_2_019,10060,해태포키블루베리41G,3,2.98
2021-06-25,148,FOODS_2_019,10060,해태포키블루베리41G,0,2.98
2021-06-26,149,FOODS_2_019,10060,해태포키블루베리41G,22,2.98
2021-06-27,150,FOODS_2_019,10060,해태포키블루베리41G,2,2.98
2021-06-28,151,FOODS_2_019,10060,해태포키블루베리41G,16,2.98
2021-06-29,152,FOODS_2_019,10060,해태포키블루베리41G,11,2.98
2021-06-30,153,FOODS_2_019,10060,해태포키블루베리41G,8,2.98
2021-07-01,154,FOODS_2_019,10060,해태포키블루베리41G,19,2.98
2021-07-02,155,FOODS_2_019,10060,해태포키블루베리41G,37,2.98
2021-07-03,156,FOODS_2_019,10060,해태포키블루베리41G,32,2.98
2021-07-04,157,FOODS_2_019,10060,해태포키블루베리41G,29,2.98
2021-07-05,158,FOODS_2_019,10060,해태포키블루베리41G,37,2.98
2021-07-06,159,FOODS_2_019,10060,해태포키블루베리41G,28,2.98
2021-07-07,160,FOODS_2_019,10060,해태포키블루베리41G,48,2.98
2021-07-08,161,FOODS_2_019,10060,해태포키블루베리41G,44,2.98
2021-07-09,162,FOODS_2_019,10060,해태포키블루베리41G,45,2.98
2021-07-10,163,FOODS_2_019,10060,해태포키블루베리41G,55,2.98
2021-07-11,164,FOODS_2_019,10060,해태포키블루베리41G,47,2.98
2021-07-12,165,FOODS_2_019,10060,해태포키블루베리41G,31,2.98
2021-07-13,166,FOODS_2_019,10060,해태포키블루베리41G,33,2.98
2021-07-14,167,FOODS_2_019,10060,해태포키블루베리41G,18,2.98
2021-07-15,168,FOODS_2_019,10060,해태포키블루베리41G,41,2.98
2021-07-16,169,FOODS_2_019,10060,해태포키블루베리41G,32,2.98
2021-07-17,170,FOODS_2_019,10060,해태포키블루베리41G,61,2.98
2021-07-18,171,FOODS_2_019,10060,해태포키블루베리41G,46,2.98
2021-07-19,172,FOODS_2_019,10060,해태포키블루베리41G,24,2.98
2021-07-20,173,FOODS_2_019,10060,해태포키블루베리41G,18,2.98
2021-07-21,174,FOODS_2_019,10060,해태포키블루베리41G,14,2.98
2021-07-22,175,FOODS_2_019,10060,해태포키블루베리41G,18,2.98
2021-07-23,176,FOODS_2_019,10060,해태포키블루베리41G,24,2.98
2021-07-24,177,FOODS_2_019,10060,해태포키블루베리41G,35,2.98
2021-07-25,178,FOODS_2_019,10060,해태포키블루베리41G,27,2.98
2021-07-26,179,FOODS_2_019,10060,해태포키블루베리41G,24,2.98
2021-07-27,180,FOODS_2_019,10060,해태포키블루베리41G,18,2.98
2021-07-28,181,FOODS_2_019,10060,해태포키블루베리41G,15,2.98
2021-07-29,182,FOODS_2_019,10060,해태포키블루베리41G,21,2.98
2021-07-30,183,FOODS_2_019,10060,해태포키블루베리41G,18,2.98
2021-07-31,184,FOODS_2_019,10060,해태포키블루베리41G,37,2.98
2021-08-01,185,FOODS_2_019,10060,해태포키블루베리41G,52,2.98
2021-08-02,186,FOODS_2_019,10060,해태포키블루베리41G,34,2.98
2021-08-03,187,FOODS_2_019,10060,해태포키블루베리41G,37,2.98
2021-08-04,188,FOODS_2_019,10060,해태포키블루베리41G,38,2.98
2021-08-05,189,FOODS_2_019,10060,해태포키블루베리41G,35,2.98
2021-08-06,190,FOODS_2_019,10060,해태포키블루베리41G,43,2.98
2021-08-07,191,FOODS_2_019,10060,해태포키블루베리41G,64,2.98
2021-08-08,192,FOODS_2_019,10060,해태포키블루베리41G,52,2.98
2021-08-09,193,FOODS_2_019,10060,해태포키블루베리41G,33,2.98
2021-08-10,194,FOODS_2_019,10060,해태포키블루베리41G,40,2.98
2021-08-11,195,FOODS_2_019,10060,해태포키블루베리41G,24,2.98
2021-08-12,196,FOODS_2_019,10060,해태포키블루베리41G,26,2.98
2021-08-13,197,FOODS_2_019,10060,해태포키블루베리41G,35,2.98
2021-08-14,198,FOODS_2_019,10060,해태포키블루베리41G,53,2.98
2021-08-15,199,FOODS_2_019,10060,해태포키블루베리41G,20,2.98
2021-08-16,200,FOODS_2_019,10060,해태포키블루베리41G,32,2.98
2021-08-17,201,FOODS_2_019,10060,해태포키블루베리41G,30,2.98
2021-08-18,202,FOODS_2_019,10060,해태포키블루베리41G,32,2.98
2021-08-19,203,FOODS_2_019,10060,해태포키블루베리41G,21,2.98
2021-08-20,204,FOODS_2_019,10060,해태포키블루베리41G,31,2.98
2021-08-21,205,FOODS_2_019,10060,해태포키블루베리41G,52,2.98
2021-08-22,206,FOODS_2_019,10060,해태포키블루베리41G,26,2.98
2021-08-23,207,FOODS_2_019,10060,해태포키블루베리41G,31,2.98
2021-08-24,208,FOODS_2_019,10060,해태포키블루베리41G,18,2.98
2021-08-25,209,FOODS_2_019,10060,해태포키블루베리41G,25,2.98
2021-08-26,210,FOODS_2_019,10060,해태포키블루베리41G,23,2.98
2021-08-27,211,FOODS_2_019,10060,해태포키블루베리41G,14,2.98
2021-08-28,212,FOODS_2_019,10060,해태포키블루베리41G,1,2.98
2021-08-29,213,FOODS_2_019,10060,해태포키블루베리41G,0,2.98
2021-08-30,214,FOODS_2_019,10060,해태포키블루베리41G,0,2.98
2021-08-31,215,FOODS_2_019,10060,해태포키블루베리41G,0,2.98
2021-09-01,216,FOODS_2_019,10060,해태포키블루베리41G,0,2.98
2021-09-02,217,FOODS_2_019,10060,해태포키블루베리41G,0,2.98
2021-09-03,218,FOODS_2_019,10060,해태포키블루베리41G,0,2.98
2021-09-04,219,FOODS_2_019,10060,해태포키블루베리41G,0,2.98
2021-09-05,220,FOODS_2_019,10060,해태포키블루베리41G,0,2.98
2021-09-06,221,FOODS_2_019,10060,해태포키블루베리41G,30,2.98
2021-09-07,222,FOODS_2_019,10060,해태포키블루베리41G,43,2.98
2021-09-08,223,FOODS_2_019,10060,해태포키블루베리41G,29,2.98
2021-09-09,224,FOODS_2_019,10060,해태포키블루베리41G,24,2.98
2021-09-10,225,FOODS_2_019,10060,해태포키블루베리41G,39,2.98
2021-09-11,226,FOODS_2_019,10060,해태포키블루베리41G,34,2.98
2021-09-12,227,FOODS_2_019,10060,해태포키블루베리41G,24,2.98
2021-09-13,228,FOODS_2_019,10060,해태포키블루베리41G,25,2.98
2021-09-14,229,FOODS_2_019,10060,해태포키블루베리41G,28,2.98
2021-09-15,230,FOODS_2_019,10060,해태포키블루베리41G,18,2.98
2021-09-16,231,FOODS_2_019,10060,해태포키블루베리41G,29,2.98
2021-09-17,232,FOODS_2_019,10060,해태포키블루베리41G,26,2.98
2021-09-18,233,FOODS_2_019,10060,해태포키블루베리41G,37,2.98
2021-09-19,234,FOODS_2_019,10060,해태포키블루베리41G,28,2.98
2021-09-20,235,FOODS_2_019,10060,해태포키블루베리41G,25,2.98
2021-09-21,236,FOODS_2_019,10060,해태포키블루베리41G,15,2.98
2021-09-22,237,FOODS_2_019,10060,해태포키블루베리41G,24,2.98
2021-09-23,238,FOODS_2_019,10060,해태포키블루베리41G,22,2.98
2021-09-24,239,FOODS_2_019,10060,해태포키블루베리41G,36,2.98
2021-09-25,240,FOODS_2_019,10060,해태포키블루베리41G,44,2.98
2021-09-26,241,FOODS_2_019,10060,해태포키블루베리41G,28,2.98
2021-09-27,242,FOODS_2_019,10060,해태포키블루베리41G,26,2.98
2021-09-28,243,FOODS_2_019,10060,해태포키블루베리41G,18,2.98
2021-09-29,244,FOODS_2_019,10060,해태포키블루베리41G,13,2.98
2021-09-30,245,FOODS_2_019,10060,해태포키블루베리41G,14,2.98
2021-10-01,246,FOODS_2_019,10060,해태포키블루베리41G,33,2.98
2021-10-02,247,FOODS_2_019,10060,해태포키블루베리41G,56,2.98
2021-10-03,248,FOODS_2_019,10060,해태포키블루베리41G,39,2.98
2021-10-04,249,FOODS_2_019,10060,해태포키블루베리41G,28,2.98
2021-10-05,250,FOODS_2_019,10060,해태포키블루베리41G,28,2.98
2021-10-06,251,FOODS_2_019,10060,해태포키블루베리41G,55,2.98
2021-10-07,252,FOODS_2_019,10060,해태포키블루베리41G,58,2.98
2021-10-08,253,FOODS_2_019,10060,해태포키블루베리41G,51,2.98
2021-10-09,254,FOODS_2_019,10060,해태포키블루베리41G,61,2.98
2021-10-10,255,FOODS_2_019,10060,해태포키블루베리41G,49,2.98
2021-10-11,256,FOODS_2_019,10060,해태포키블루베리41G,30,2.98
2021-10-12,257,FOODS_2_019,10060,해태포키블루베리41G,21,2.98
2021-10-13,258,FOODS_2_019,10060,해태포키블루베리41G,18,2.98
2021-10-14,259,FOODS_2_019,10060,해태포키블루베리41G,9,2.98
2021-10-15,260,FOODS_2_019,10060,해태포키블루베리41G,42,2.98
2021-10-16,261,FOODS_2_019,10060,해태포키블루베리41G,48,2.98
2021-10-17,262,FOODS_2_019,10060,해태포키블루베리41G,32,2.98
2021-10-18,263,FOODS_2_019,10060,해태포키블루베리41G,33,2.98
2021-10-19,264,FOODS_2_019,10060,해태포키블루베리41G,27,2.98
2021-10-20,265,FOODS_2_019,10060,해태포키블루베리41G,28,2.98
2021-10-21,266,FOODS_2_019,10060,해태포키블루베리41G,13,2.98
2021-10-22,267,FOODS_2_019,10060,해태포키블루베리41G,27,2.98
2021-10-23,268,FOODS_2_019,10060,해태포키블루베리41G,39,2.98
2021-10-24,269,FOODS_2_019,10060,해태포키블루베리41G,40,2.98
2021-10-25,270,FOODS_2_019,10060,해태포키블루베리41G,15,2.98
2021-10-26,271,FOODS_2_019,10060,해태포키블루베리41G,34,2.98
2021-10-27,272,FOODS_2_019,10060,해태포키블루베리41G,22,2.98
2021-10-28,273,FOODS_2_019,10060,해태포키블루베리41G,30,2.98
2021-10-29,274,FOODS_2_019,10060,해태포키블루베리41G,33,2.98
2021-10-30,275,FOODS_2_019,10060,해태포키블루베리41G,0,2.98
2021-10-31,276,FOODS_2_019,10060,해태포키블루베리41G,0,2.98
2021-11-01,277,FOODS_2_019,10060,해태포키블루베리41G,0,2.98
2021-11-02,278,FOODS_2_019,10060,해태포키블루베리41G,0,2.98
2021-11-03,279,FOODS_2_019,10060,해태포키블루베리41G,0,2.98
2021-11-04,280,FOODS_2_019,10060,해태포키블루베리41G,0,2.98
2021-11-05,281,FOODS_2_019,10060,해태포키블루베리41G,0,2.98
2021-11-06,282,FOODS_2_019,10060,해태포키블루베리41G,54,2.98
2021-11-07,283,FOODS_2_019,10060,해태포키블루베리41G,46,2.98
2021-11-08,284,FOODS_2_019,10060,해태포키블루베리41G,24,2.98
2021-11-09,285,FOODS_2_019,10060,해태포키블루베리41G,32,2.98
2021-11-10,286,FOODS_2_019,10060,해태포키블루베리41G,23,2.98
2021-11-11,287,FOODS_2_019,10060,해태포키블루베리41G,17,2.98
2021-11-12,288,FOODS_2_019,10060,해태포키블루베리41G,40,2.98
2021-11-13,289,FOODS_2_019,10060,해태포키블루베리41G,25,2.98
2021-11-14,290,FOODS_2_019,10060,해태포키블루베리41G,47,2.98
2021-11-15,291,FOODS_2_019,10060,해태포키블루베리41G,19,2.98
2021-11-16,292,FOODS_2_019,10060,해태포키블루베리41G,25,2.98
2021-11-17,293,FOODS_2_019,10060,해태포키블루베리41G,16,2.98
2021-11-18,294,FOODS_2_019,10060,해태포키블루베리41G,23,2.98
2021-11-19,295,FOODS_2_019,10060,해태포키블루베리41G,29,2.98
2021-11-20,296,FOODS_2_019,10060,해태포키블루베리41G,28,2.98
2021-11-21,297,FOODS_2_019,10060,해태포키블루베리41G,35,2.98
2021-11-22,298,FOODS_2_019,10060,해태포키블루베리41G,16,2.98
2021-11-23,299,FOODS_2_019,10060,해태포키블루베리41G,25,2.98
2021-11-24,300,FOODS_2_019,10060,해태포키블루베리41G,5,2.98
2021-11-25,301,FOODS_2_019,10060,해태포키블루베리41G,14,2.98
2021-11-26,302,FOODS_2_019,10060,해태포키블루베리41G,16,2.98
2021-11-27,303,FOODS_2_019,10060,해태포키블루베리41G,47,2.98
2021-11-28,304,FOODS_2_019,10060,해태포키블루베리41G,19,2.98
2021-11-29,305,FOODS_2_019,10060,해태포키블루베리41G,8,2.98
2021-11-30,306,FOODS_2_019,10060,해태포키블루베리41G,16,2.98
2021-12-01,307,FOODS_2_019,10060,해태포키블루베리41G,15,2.98
2021-12-02,308,FOODS_2_019,10060,해태포키블루베리41G,18,2.98
2021-12-03,309,FOODS_2_019,10060,해태포키블루베리41G,40,2.98
2021-12-04,310,FOODS_2_019,10060,해태포키블루베리41G,63,2.98
2021-12-05,311,FOODS_2_019,10060,해태포키블루베리41G,32,2.98
2021-12-06,312,FOODS_2_019,10060,해태포키블루베리41G,30,2.98
2021-12-07,313,FOODS_2_019,10060,해태포키블루베리41G,20,2.98
2021-12-08,314,FOODS_2_019,10060,해태포키블루베리41G,26,2.98
2021-12-09,315,FOODS_2_019,10060,해태포키블루베리41G,15,2.98
2021-12-10,316,FOODS_2_019,10060,해태포키블루베리41G,48,2.98
2021-12-11,317,FOODS_2_019,10060,해태포키블루베리41G,33,2.98
2021-12-12,318,FOODS_2_019,10060,해태포키블루베리41G,26,2.98
2021-12-13,319,FOODS_2_019,10060,해태포키블루베리41G,23,2.98
2021-12-14,320,FOODS_2_019,10060,해태포키블루베리41G,31,2.98
2021-12-15,321,FOODS_2_019,10060,해태포키블루베리41G,18,2.98
2021-12-16,322,FOODS_2_019,10060,해태포키블루베리41G,18,2.98
2021-12-17,323,FOODS_2_019,10060,해태포키블루베리41G,36,2.98
2021-12-18,324,FOODS_2_019,10060,해태포키블루베리41G,38,2.98
2021-12-19,325,FOODS_2_019,10060,해태포키블루베리41G,14,2.98
2021-12-20,326,FOODS_2_019,10060,해태포키블루베리41G,29,2.98
2021-12-21,327,FOODS_2_019,10060,해태포키블루베리41G,30,2.98
2021-12-22,328,FOODS_2_019,10060,해태포키블루베리41G,14,2.98
2021-12-23,329,FOODS_2_019,10060,해태포키블루베리41G,14,2.98
2021-12-24,330,FOODS_2_019,10060,해태포키블루베리41G,17,2.98
2021-12-25,331,FOODS_2_019,10060,해태포키블루베리41G,0,2.98
2021-12-26,332,FOODS_2_019,10060,해태포키블루베리41G,38,2.98
2021-12-27,333,FOODS_2_019,10060,해태포키블루베리41G,25,2.98
2021-12-28,334,FOODS_2_019,10060,해태포키블루베리41G,18,2.98
2021-12-29,335,FOODS_2_019,10060,해태포키블루베리41G,21,2.98
2021-12-30,336,FOODS_2_019,10060,해태포키블루베리41G,16,2.98
2021-12-31,337,FOODS_2_019,10060,해태포키블루베리41G,13,2.98
2022-01-01,338,FOODS_2_019,10060,해태포키블루베리41G,17,2.98
2022-01-02,339,FOODS_2_019,10060,해태포키블루베리41G,32,2.98
2022-01-03,340,FOODS_2_019,10060,해태포키블루베리41G,36,2.98
2022-01-04,341,FOODS_2_019,10060,해태포키블루베리41G,28,2.98
2022-01-05,342,FOODS_2_019,10060,해태포키블루베리41G,31,2.98
2022-01-06,343,FOODS_2_019,10060,해태포키블루베리41G,29,2.98
2022-01-07,344,FOODS_2_019,10060,해태포키블루베리41G,33,2.98
2022-01-08,345,FOODS_2_019,10060,해태포키블루베리41G,52,2.98
2022-01-09,346,FOODS_2_019,10060,해태포키블루베리41G,41,2.98
2022-01-10,347,FOODS_2_019,10060,해태포키블루베리41G,35,2.98
2022-01-11,348,FOODS_2_019,10060,해태포키블루베리41G,13,2.98
2022-01-12,349,FOODS_2_019,10060,해태포키블루베리41G,18,2.98
2022-01-13,350,FOODS_2_019,10060,해태포키블루베리41G,22,2.98
2022-01-14,351,FOODS_2_019,10060,해태포키블루베리41G,21,2.98
2022-01-15,352,FOODS_2_019,10060,해태포키블루베리41G,40,2.98
2022-01-16,353,FOODS_2_019,10060,해태포키블루베리41G,28,2.98
2022-01-17,354,FOODS_2_019,10060,해태포키블루베리41G,16,2.98
2022-01-18,355,FOODS_2_019,10060,해태포키블루베리41G,29,2.98
2022-01-19,356,FOODS_2_019,10060,해태포키블루베리41G,20,2.98
2022-01-20,357,FOODS_2_019,10060,해태포키블루베리41G,24,2.98
2022-01-21,358,FOODS_2_019,10060,해태포키블루베리41G,32,2.98
2022-01-22,359,FOODS_2_019,10060,해태포키블루베리41G,29,2.98
2022-01-23,360,FOODS_2_019,10060,해태포키블루베리41G,46,2.98
2022-01-24,361,FOODS_2_019,10060,해태포키블루베리41G,12,2.98
2022-01-25,362,FOODS_2_019,10060,해태포키블루베리41G,16,2.98
2022-01-26,363,FOODS_2_019,10060,해태포키블루베리41G,27,2.98
2022-01-27,364,FOODS_2_019,10060,해태포키블루베리41G,15,2.98
2022-01-28,365,FOODS_2_019,10060,해태포키블루베리41G,28,2.98
2022-01-29,366,FOODS_2_019,10060,해태포키블루베리41G,43,2.98
2022-01-30,367,FOODS_2_019,10060,해태포키블루베리41G,33,2.98
