date,sku_id,promotion_flag,promotion_type,discount_rate,event_name_1,event_type_1,event_name_2,event_type_2,snap_CA,snap_TX,snap_WI
2021-02-08,10095,1,snap,0.16,,,,,1,0,1
2021-02-08,10100,1,snap,0.11,,,,,1,0,1
2021-02-08,35035,1,snap,0.15,,,,,1,0,1
2021-02-08,35192,1,snap,0.17,,,,,1,0,1
2021-02-08,45470,1,snap,0.14,,,,,1,0,1
2021-02-08,45657,1,snap,0.21,,,,,1,0,1
2021-02-08,45678,1,snap,0.17,,,,,1,0,1
2021-02-08,46019,1,snap,0.05,,,,,1,0,1
2021-02-08,55845,1,snap,0.16,,,,,1,0,1
2021-02-08,65044,1,snap,0.18,,,,,1,0,1
2021-02-08,70133,1,snap,0.23,,,,,1,0,1
2021-02-08,90130,1,snap,0.13,,,,,1,0,1
2021-02-08,90143,1,snap,0.16,,,,,1,0,1
2021-02-08,A10026,1,snap,0.14,,,,,1,0,1
2021-02-08,A30035,1,snap,0.16,,,,,1,0,1
2021-02-09,10060,1,snap,0.06,,,,,1,1,1
2021-02-09,10091,1,snap,0.23,,,,,1,1,1
2021-02-09,10092,1,snap,0.23,,,,,1,1,1
2021-02-09,10093,1,snap,0.16,,,,,1,1,1
2021-02-09,10094,1,snap,0.16,,,,,1,1,1
2021-02-09,10095,1,snap,0.06,,,,,1,1,1
2021-02-09,10100,1,snap,0.17,,,,,1,1,1
2021-02-09,35035,1,snap,0.14,,,,,1,1,1
2021-02-09,35192,1,snap,0.19,,,,,1,1,1
2021-02-09,45470,1,snap,0.06,,,,,1,1,1
2021-02-09,45657,1,snap,0.19,,,,,1,1,1
2021-02-09,45678,1,snap,0.11,,,,,1,1,1
2021-02-09,46019,1,snap,0.18,,,,,1,1,1
2021-02-09,55845,1,snap,0.18,,,,,1,1,1
2021-02-09,65044,1,snap,0.1,,,,,1,1,1
2021-02-09,70133,1,snap,0.14,,,,,1,1,1
2021-02-09,90130,1,snap,0.22,,,,,1,1,1
2021-02-09,90143,1,snap,0.17,,,,,1,1,1
2021-02-09,A10026,1,snap,0.06,,,,,1,1,1
2021-02-09,A30035,1,snap,0.14,,,,,1,1,1
2021-02-10,10060,1,snap,0.11,,,,,1,0,0
2021-02-10,10091,1,snap,0.18,,,,,1,0,0
2021-02-10,10092,1,snap,0.17,,,,,1,0,0
2021-02-10,10093,1,snap,0.05,,,,,1,0,0
2021-02-10,10094,1,snap,0.17,,,,,1,0,0
2021-02-10,10095,1,snap,0.2,,,,,1,0,0
2021-02-10,10100,1,snap,0.2,,,,,1,0,0
2021-02-10,35035,1,snap,0.06,,,,,1,0,0
2021-02-10,35192,1,snap,0.11,,,,,1,0,0
2021-02-10,45470,1,snap,0.13,,,,,1,0,0
2021-02-10,45657,1,snap,0.09,,,,,1,0,0
2021-02-10,45678,1,snap,0.13,,,,,1,0,0
2021-02-10,46019,1,snap,0.06,,,,,1,0,0
2021-02-10,55845,1,snap,0.07,,,,,1,0,0
2021-02-10,65044,1,snap,0.18,,,,,1,0,0
2021-02-10,70133,1,snap,0.1,,,,,1,0,0
2021-02-10,90130,1,snap,0.19,,,,,1,0,0
2021-02-10,90143,1,snap,0.06,,,,,1,0,0
2021-02-10,A10026,1,snap,0.16,,,,,1,0,0
2021-02-10,A30035,1,snap,0.13,,,,,1,0,0
2021-02-11,10060,1,snap,0.21,,,,,0,1,1
2021-02-11,10091,1,snap,0.21,,,,,0,1,1
2021-02-11,10092,1,snap,0.13,,,,,0,1,1
2021-02-11,10093,1,snap,0.17,,,,,0,1,1
2021-02-11,10094,1,snap,0.1,,,,,0,1,1
2021-02-11,10095,1,snap,0.17,,,,,0,1,1
2021-02-11,10100,1,snap,0.07,,,,,0,1,1
2021-02-11,35035,1,snap,0.14,,,,,0,1,1
2021-02-11,35192,1,snap,0.09,,,,,0,1,1
2021-02-11,45470,1,snap,0.23,,,,,0,1,1
2021-02-11,45657,1,snap,0.14,,,,,0,1,1
2021-02-11,45678,1,snap,0.17,,,,,0,1,1
2021-02-11,46019,1,snap,0.12,,,,,0,1,1
2021-02-11,55845,1,snap,0.11,,,,,0,1,1
2021-02-11,65044,1,snap,0.09,,,,,0,1,1
2021-02-11,70133,1,snap,0.23,,,,,0,1,1
2021-02-11,90130,1,snap,0.21,,,,,0,1,1
2021-02-11,90143,1,snap,0.08,,,,,0,1,1
2021-02-11,A10026,1,snap,0.2,,,,,0,1,1
2021-02-11,A30035,1,snap,0.13,,,,,0,1,1
2021-02-12,10060,1,snap,0.05,,,,,0,1,1
2021-02-12,10091,1,snap,0.16,,,,,0,1,1
2021-02-12,10092,1,snap,0.08,,,,,0,1,1
2021-02-12,10093,1,snap,0.09,,,,,0,1,1
2021-02-12,10094,1,snap,0.19,,,,,0,1,1
2021-02-12,10095,1,snap,0.1,,,,,0,1,1
2021-02-12,10100,1,snap,0.23,,,,,0,1,1
2021-02-12,35035,1,snap,0.18,,,,,0,1,1
2021-02-12,35192,1,snap,0.22,,,,,0,1,1
2021-02-12,45470,1,snap,0.17,,,,,0,1,1
2021-02-12,45657,1,snap,0.22,,,,,0,1,1
2021-02-12,45678,1,snap,0.12,,,,,0,1,1
2021-02-12,46019,1,snap,0.16,,,,,0,1,1
2021-02-12,55845,1,snap,0.15,,,,,0,1,1
2021-02-12,65044,1,snap,0.23,,,,,0,1,1
2021-02-12,70133,1,snap,0.08,,,,,0,1,1
2021-02-12,90130,1,snap,0.17,,,,,0,1,1
2021-02-12,90143,1,snap,0.2,,,,,0,1,1
2021-02-12,A10026,1,snap,0.12,,,,,0,1,1
2021-02-12,A30035,1,snap,0.22,,,,,0,1,1
2021-02-13,10060,1,snap,0.12,,,,,0,1,0
2021-02-13,10091,1,snap,0.08,,,,,0,1,0
2021-02-13,10092,1,snap,0.17,,,,,0,1,0
2021-02-13,10093,1,snap,0.13,,,,,0,1,0
2021-02-13,10094,1,snap,0.05,,,,,0,1,0
2021-02-13,10095,1,snap,0.06,,,,,0,1,0
2021-02-13,10100,1,snap,0.09,,,,,0,1,0
2021-02-13,35035,1,snap,0.2,,,,,0,1,0
2021-02-13,35192,1,snap,0.23,,,,,0,1,0
2021-02-13,45470,1,snap,0.16,,,,,0,1,0
2021-02-13,45657,1,snap,0.07,,,,,0,1,0
2021-02-13,45678,1,snap,0.16,,,,,0,1,0
2021-02-13,46019,1,snap,0.22,,,,,0,1,0
2021-02-13,55845,1,snap,0.2,,,,,0,1,0
2021-02-13,65044,1,snap,0.11,,,,,0,1,0
2021-02-13,70133,1,snap,0.07,,,,,0,1,0
2021-02-13,90130,1,snap,0.23,,,,,0,1,0
2021-02-13,90143,1,snap,0.22,,,,,0,1,0
2021-02-13,A10026,1,snap,0.06,,,,,0,1,0
2021-02-13,A30035,1,snap,0.21,,,,,0,1,0
2021-02-14,10060,1,Cultural,0.07,ValentinesDay,Cultural,,,0,0,1
2021-02-14,10091,1,Cultural,0.06,ValentinesDay,Cultural,,,0,0,1
2021-02-14,10092,1,Cultural,0.2,ValentinesDay,Cultural,,,0,0,1
2021-02-14,10093,1,Cultural,0.16,ValentinesDay,Cultural,,,0,0,1
2021-02-14,10094,1,Cultural,0.13,ValentinesDay,Cultural,,,0,0,1
2021-02-14,10095,1,Cultural,0.23,ValentinesDay,Cultural,,,0,0,1
2021-02-14,10100,1,Cultural,0.22,ValentinesDay,Cultural,,,0,0,1
2021-02-14,35035,1,Cultural,0.06,ValentinesDay,Cultural,,,0,0,1
2021-02-14,35192,1,Cultural,0.17,ValentinesDay,Cultural,,,0,0,1
2021-02-14,45470,1,Cultural,0.2,ValentinesDay,Cultural,,,0,0,1
2021-02-14,45657,1,Cultural,0.16,ValentinesDay,Cultural,,,0,0,1
2021-02-14,45678,1,Cultural,0.25,ValentinesDay,Cultural,,,0,0,1
2021-02-14,46019,1,Cultural,0.19,ValentinesDay,Cultural,,,0,0,1
2021-02-14,55845,1,Cultural,0.07,ValentinesDay,Cultural,,,0,0,1
2021-02-14,65044,1,Cultural,0.09,ValentinesDay,Cultural,,,0,0,1
2021-02-14,70133,1,Cultural,0.22,ValentinesDay,Cultural,,,0,0,1
2021-02-14,90130,1,Cultural,0.25,ValentinesDay,Cultural,,,0,0,1
2021-02-14,90143,1,Cultural,0.07,ValentinesDay,Cultural,,,0,0,1
2021-02-14,A10026,1,Cultural,0.07,ValentinesDay,Cultural,,,0,0,1
2021-02-14,A30035,1,Cultural,0.2,ValentinesDay,Cultural,,,0,0,1
2021-02-15,10060,1,snap,0.06,,,,,0,1,1
2021-02-15,10091,1,snap,0.06,,,,,0,1,1
2021-02-15,10092,1,snap,0.23,,,,,0,1,1
2021-02-15,10093,1,snap,0.21,,,,,0,1,1
2021-02-15,10094,1,snap,0.23,,,,,0,1,1
2021-02-15,10095,1,snap,0.18,,,,,0,1,1
2021-02-15,10100,1,snap,0.11,,,,,0,1,1
2021-02-15,35035,1,snap,0.23,,,,,0,1,1
2021-02-15,35192,1,snap,0.11,,,,,0,1,1
2021-02-15,45470,1,snap,0.11,,,,,0,1,1
2021-02-15,45657,1,snap,0.23,,,,,0,1,1
2021-02-15,45678,1,snap,0.19,,,,,0,1,1
2021-02-15,46019,1,snap,0.23,,,,,0,1,1
2021-02-15,55845,1,snap,0.08,,,,,0,1,1
2021-02-15,65044,1,snap,0.24,,,,,0,1,1
2021-02-15,70133,1,snap,0.17,,,,,0,1,1
2021-02-15,90130,1,snap,0.18,,,,,0,1,1
2021-02-15,90143,1,snap,0.23,,,,,0,1,1
2021-02-15,A10026,1,snap,0.13,,,,,0,1,1
2021-02-15,A30035,1,snap,0.19,,,,,0,1,1
2021-02-16,10060,0,none,0.0,,,,,0,0,0
2021-02-16,10091,0,none,0.0,,,,,0,0,0
2021-02-16,10092,0,none,0.0,,,,,0,0,0
2021-02-16,10093,0,none,0.0,,,,,0,0,0
2021-02-16,10094,0,none,0.0,,,,,0,0,0
2021-02-16,10095,0,none,0.0,,,,,0,0,0
2021-02-16,10100,0,none,0.0,,,,,0,0,0
2021-02-16,35035,0,none,0.0,,,,,0,0,0
2021-02-16,35192,0,none,0.0,,,,,0,0,0
2021-02-16,45470,1,endcap,0.13,,,,,0,0,0
2021-02-16,45657,0,none,0.0,,,,,0,0,0
2021-02-16,45678,0,none,0.0,,,,,0,0,0
2021-02-16,46019,0,none,0.0,,,,,0,0,0
2021-02-16,55845,0,none,0.0,,,,,0,0,0
2021-02-16,65044,0,none,0.0,,,,,0,0,0
2021-02-16,70133,0,none,0.0,,,,,0,0,0
2021-02-16,90130,0,none,0.0,,,,,0,0,0
2021-02-16,90143,0,none,0.0,,,,,0,0,0
2021-02-16,A10026,0,none,0.0,,,,,0,0,0
2021-02-16,A30035,0,none,0.0,,,,,0,0,0
2021-02-17,10060,0,none,0.0,,,,,0,0,0
2021-02-17,10091,0,none,0.0,,,,,0,0,0
2021-02-17,10092,0,none,0.0,,,,,0,0,0
2021-02-17,10093,0,none,0.0,,,,,0,0,0
2021-02-17,10094,0,none,0.0,,,,,0,0,0
2021-02-17,10095,0,none,0.0,,,,,0,0,0
2021-02-17,10100,0,none,0.0,,,,,0,0,0
2021-02-17,35035,0,none,0.0,,,,,0,0,0
2021-02-17,35192,0,none,0.0,,,,,0,0,0
2021-02-17,45470,0,none,0.0,,,,,0,0,0
2021-02-17,45657,0,none,0.0,,,,,0,0,0
2021-02-17,45678,0,none,0.0,,,,,0,0,0
2021-02-17,46019,0,none,0.0,,,,,0,0,0
2021-02-17,55845,1,endcap,0.16,,,,,0,0,0
2021-02-17,65044,0,none,0.0,,,,,0,0,0
2021-02-17,70133,0,none,0.0,,,,,0,0,0
2021-02-17,90130,0,none,0.0,,,,,0,0,0
2021-02-17,90143,0,none,0.0,,,,,0,0,0
2021-02-17,A10026,0,none,0.0,,,,,0,0,0
2021-02-17,A30035,0,none,0.0,,,,,0,0,0
2021-02-18,10060,0,none,0.0,,,,,0,0,0
2021-02-18,10091,0,none,0.0,,,,,0,0,0
2021-02-18,10092,0,none,0.0,,,,,0,0,0
2021-02-18,10093,0,none,0.0,,,,,0,0,0
2021-02-18,10094,0,none,0.0,,,,,0,0,0
2021-02-18,10095,0,none,0.0,,,,,0,0,0
2021-02-18,10100,0,none,0.0,,,,,0,0,0
2021-02-18,35035,0,none,0.0,,,,,0,0,0
2021-02-18,35192,0,none,0.0,,,,,0,0,0
2021-02-18,45470,0,none,0.0,,,,,0,0,0
2021-02-18,45657,0,none,0.0,,,,,0,0,0
2021-02-18,45678,0,none,0.0,,,,,0,0,0
2021-02-18,46019,0,none,0.0,,,,,0,0,0
2021-02-18,55845,0,none,0.0,,,,,0,0,0
2021-02-18,65044,0,none,0.0,,,,,0,0,0
2021-02-18,70133,0,none,0.0,,,,,0,0,0
2021-02-18,90130,0,none,0.0,,,,,0,0,0
2021-02-18,90143,0,none,0.0,,,,,0,0,0
2021-02-18,A10026,0,none,0.0,,,,,0,0,0
2021-02-18,A30035,0,none,0.0,,,,,0,0,0
2021-02-19,10060,0,none,0.0,,,,,0,0,0
2021-02-19,10091,0,none,0.0,,,,,0,0,0
2021-02-19,10092,0,none,0.0,,,,,0,0,0
2021-02-19,10093,0,none,0.0,,,,,0,0,0
2021-02-19,10094,0,none,0.0,,,,,0,0,0
2021-02-19,10095,0,none,0.0,,,,,0,0,0
2021-02-19,10100,0,none,0.0,,,,,0,0,0
2021-02-19,35035,0,none,0.0,,,,,0,0,0
2021-02-19,35192,0,none,0.0,,,,,0,0,0
2021-02-19,45470,0,none,0.0,,,,,0,0,0
2021-02-19,45657,0,none,0.0,,,,,0,0,0
2021-02-19,45678,0,none,0.0,,,,,0,0,0
2021-02-19,46019,0,none,0.0,,,,,0,0,0
2021-02-19,55845,0,none,0.0,,,,,0,0,0
2021-02-19,65044,0,none,0.0,,,,,0,0,0
2021-02-19,70133,0,none,0.0,,,,,0,0,0
2021-02-19,90130,0,none,0.0,,,,,0,0,0
2021-02-19,90143,0,none,0.0,,,,,0,0,0
2021-02-19,A10026,0,none,0.0,,,,,0,0,0
2021-02-19,A30035,0,none,0.0,,,,,0,0,0
2021-02-20,10060,0,none,0.0,,,,,0,0,0
2021-02-20,10091,0,none,0.0,,,,,0,0,0
2021-02-20,10092,0,none,0.0,,,,,0,0,0
2021-02-20,10093,0,none,0.0,,,,,0,0,0
2021-02-20,10094,0,none,0.0,,,,,0,0,0
2021-02-20,10095,0,none,0.0,,,,,0,0,0
2021-02-20,10100,0,none,0.0,,,,,0,0,0
2021-02-20,35035,0,none,0.0,,,,,0,0,0
2021-02-20,35192,0,none,0.0,,,,,0,0,0
2021-02-20,45470,0,none,0.0,,,,,0,0,0
2021-02-20,45657,0,none,0.0,,,,,0,0,0
2021-02-20,45678,0,none,0.0,,,,,0,0,0
2021-02-20,46019,0,none,0.0,,,,,0,0,0
2021-02-20,55845,0,none,0.0,,,,,0,0,0
2021-02-20,65044,0,none,0.0,,,,,0,0,0
2021-02-20,70133,0,none,0.0,,,,,0,0,0
2021-02-20,90130,0,none,0.0,,,,,0,0,0
2021-02-20,90143,0,none,0.0,,,,,0,0,0
2021-02-20,A10026,0,none,0.0,,,,,0,0,0
2021-02-20,A30035,0,none,0.0,,,,,0,0,0
2021-02-21,10060,1,National,0.14,PresidentsDay,National,,,0,0,0
2021-02-21,10091,1,National,0.23,PresidentsDay,National,,,0,0,0
2021-02-21,10092,1,National,0.24,PresidentsDay,National,,,0,0,0
