image_id,sku_id,image_path,filename,height,angle
IMG00000067,35035,35035_팔도왕뚜껑110G/35035_60_s_17.jpg,35035_60_s_17.jpg,60,17
IMG00000068,35035,35035_팔도왕뚜껑110G/35035_60_s_3.jpg,35035_60_s_3.jpg,60,3
IMG00000069,35192,35192_신선에프앤브이)파인애플컵400G/35192_00_s_21.jpg,35192_00_s_21.jpg,0,21
IMG00000070,35192,35192_신선에프앤브이)파인애플컵400G/35192_30_s_13.jpg,35192_30_s_13.jpg,30,13
IMG00000071,35192,35192_신선에프앤브이)파인애플컵400G/35192_30_s_14.jpg,35192_30_s_14.jpg,30,14
IMG00000072,35192,35192_신선에프앤브이)파인애플컵400G/35192_30_s_16.jpg,35192_30_s_16.jpg,30,16
IMG00000073,35192,35192_신선에프앤브이)파인애플컵400G/35192_60_s_15.jpg,35192_60_s_15.jpg,60,15
IMG00000074,35192,35192_신선에프앤브이)파인애플컵400G/35192_60_s_22.jpg,35192_60_s_22.jpg,60,22
IMG00000075,35192,35192_신선에프앤브이)파인애플컵400G/35192_60_s_5.jpg,35192_60_s_5.jpg,60,5
IMG00000076,45470,45470_호남샤니)제리뽀사과맛/45470_00_s_23.jpg,45470_00_s_23.jpg,0,23
IMG00000077,45470,45470_호남샤니)제리뽀사과맛/45470_00_s_3.jpg,45470_00_s_3.jpg,0,3
IMG00000078,45470,45470_호남샤니)제리뽀사과맛/45470_30_s_15.jpg,45470_30_s_15.jpg,30,15
IMG00000079,45470,45470_호남샤니)제리뽀사과맛/45470_30_s_19.jpg,45470_30_s_19.jpg,30,19
IMG00000080,45470,45470_호남샤니)제리뽀사과맛/45470_30_s_4.jpg,45470_30_s_4.jpg,30,4
IMG00000081,45470,45470_호남샤니)제리뽀사과맛/45470_60_s_15.jpg,45470_60_s_15.jpg,60,15
IMG00000082,45470,45470_호남샤니)제리뽀사과맛/45470_60_s_23.jpg,45470_60_s_23.jpg,60,23
IMG00000083,45470,45470_호남샤니)제리뽀사과맛/45470_60_s_4.jpg,45470_60_s_4.jpg,60,4
IMG00000084,45470,45470_호남샤니)제리뽀사과맛/45470_60_s_6.jpg,45470_60_s_6.jpg,60,6
IMG00000085,45657,45657_씨제이)쁘티첼(요거젤리복숭아)/45657_00_s_14.jpg,45657_00_s_14.jpg,0,14
IMG00000086,45657,45657_씨제이)쁘티첼(요거젤리복숭아)/45657_00_s_16.jpg,45657_00_s_16.jpg,0,16
IMG00000087,45657,45657_씨제이)쁘티첼(요거젤리복숭아)/45657_00_s_7.jpg,45657_00_s_7.jpg,0,7
IMG00000088,45657,45657_씨제이)쁘티첼(요거젤리복숭아)/45657_60_s_3.jpg,45657_60_s_3.jpg,60,3
IMG00000089,45678,45678_롯데제과)디저뜨와(구운치즈케이크타르트)/45678_00_s_12.jpg,45678_00_s_12.jpg,0,12
IMG00000090,45678,45678_롯데제과)디저뜨와(구운치즈케이크타르트)/45678_00_s_20.jpg,45678_00_s_20.jpg,0,20
IMG00000091,45678,45678_롯데제과)디저뜨와(구운치즈케이크타르트)/45678_30_s_16.jpg,45678_30_s_16.jpg,30,16
IMG00000092,45678,45678_롯데제과)디저뜨와(구운치즈케이크타르트)/45678_30_s_21.jpg,45678_30_s_21.jpg,30,21
IMG00000093,45678,45678_롯데제과)디저뜨와(구운치즈케이크타르트)/45678_60_s_16.jpg,45678_60_s_16.jpg,60,16
IMG00000094,45678,45678_롯데제과)디저뜨와(구운치즈케이크타르트)/45678_60_s_19.jpg,45678_60_s_19.jpg,60,19
IMG00000095,46019,46019_아이배냇)쌩마멧유기농사과_바나나/46019_00_s_13.jpg,46019_00_s_13.jpg,0,13
IMG00000096,46019,46019_아이배냇)쌩마멧유기농사과_바나나/46019_00_s_23.jpg,46019_00_s_23.jpg,0,23
IMG00000097,46019,46019_아이배냇)쌩마멧유기농사과_바나나/46019_30_s_10.jpg,46019_30_s_10.jpg,30,10
IMG00000098,46019,46019_아이배냇)쌩마멧유기농사과_바나나/46019_30_s_16.jpg,46019_30_s_16.jpg,30,16
IMG00000099,46019,46019_아이배냇)쌩마멧유기농사과_바나나/46019_30_s_23.jpg,46019_30_s_23.jpg,30,23
IMG00000100,46019,46019_아이배냇)쌩마멧유기농사과_바나나/46019_30_s_24.jpg,46019_30_s_24.jpg,30,24
IMG00000101,46019,46019_아이배냇)쌩마멧유기농사과_바나나/46019_30_s_3.jpg,46019_30_s_3.jpg,30,3
IMG00000102,46019,46019_아이배냇)쌩마멧유기농사과_바나나/46019_30_s_4.jpg,46019_30_s_4.jpg,30,4
IMG00000103,46019,46019_아이배냇)쌩마멧유기농사과_바나나/46019_30_s_6.jpg,46019_30_s_6.jpg,30,6
IMG00000104,46019,46019_아이배냇)쌩마멧유기농사과_바나나/46019_30_s_7.jpg,46019_30_s_7.jpg,30,7
IMG00000105,46019,46019_아이배냇)쌩마멧유기농사과_바나나/46019_60_s_19.jpg,46019_60_s_19.jpg,60,19
IMG00000106,55845,55845_영도물산)통밀도넛츠/55845_00_m_4.jpg,55845_00_m_4.jpg,0,4
IMG00000107,55845,55845_영도물산)통밀도넛츠/55845_00_s_1.jpg,55845_00_s_1.jpg,0,1
IMG00000108,55845,55845_영도물산)통밀도넛츠/55845_00_s_3.jpg,55845_00_s_3.jpg,0,3
IMG00000109,55845,55845_영도물산)통밀도넛츠/55845_00_s_9.jpg,55845_00_s_9.jpg,0,9
IMG00000110,55845,55845_영도물산)통밀도넛츠/55845_30_s_10.jpg,55845_30_s_10.jpg,30,10
IMG00000111,55845,55845_영도물산)통밀도넛츠/55845_30_s_14.jpg,55845_30_s_14.jpg,30,14
IMG00000112,55845,55845_영도물산)통밀도넛츠/55845_30_s_21.jpg,55845_30_s_21.jpg,30,21
IMG00000113,55845,55845_영도물산)통밀도넛츠/55845_30_s_4.jpg,55845_30_s_4.jpg,30,4
IMG00000114,55845,55845_영도물산)통밀도넛츠/55845_30_s_9.jpg,55845_30_s_9.jpg,30,9
IMG00000115,65044,65044_농심보글보글부대찌개큰사발면/65044_00_s_21.jpg,65044_00_s_21.jpg,0,21
IMG00000116,65044,65044_농심보글보글부대찌개큰사발면/65044_30_s_1.jpg,65044_30_s_1.jpg,30,1
IMG00000117,65044,65044_농심보글보글부대찌개큰사발면/65044_30_s_11.jpg,65044_30_s_11.jpg,30,11
IMG00000118,65044,65044_농심보글보글부대찌개큰사발면/65044_30_s_13.jpg,65044_30_s_13.jpg,30,13
IMG00000119,65044,65044_농심보글보글부대찌개큰사발면/65044_60_s_11.jpg,65044_60_s_11.jpg,60,11
IMG00000120,65044,65044_농심보글보글부대찌개큰사발면/65044_60_s_21.jpg,65044_60_s_21.jpg,60,21
IMG00000121,65044,65044_농심보글보글부대찌개큰사발면/65044_60_s_23.jpg,65044_60_s_23.jpg,60,23
IMG00000122,70133,70133_농심올리브짜파게티140G/70133_00_s_24.jpg,70133_00_s_24.jpg,0,24
IMG00000123,70133,70133_농심올리브짜파게티140G/70133_30_s_16.jpg,70133_30_s_16.jpg,30,16
IMG00000124,70133,70133_농심올리브짜파게티140G/70133_30_s_18.jpg,70133_30_s_18.jpg,30,18
IMG00000125,70133,70133_농심올리브짜파게티140G/70133_30_s_21.jpg,70133_30_s_21.jpg,30,21
IMG00000126,70133,70133_농심올리브짜파게티140G/70133_30_s_24.jpg,70133_30_s_24.jpg,30,24
IMG00000127,70133,70133_농심올리브짜파게티140G/70133_60_s_1.jpg,70133_60_s_1.jpg,60,1
IMG00000128,70133,70133_농심올리브짜파게티140G/70133_60_s_10.jpg,70133_60_s_10.jpg,60,10
IMG00000129,70133,70133_농심올리브짜파게티140G/70133_60_s_3.jpg,70133_60_s_3.jpg,60,3
IMG00000130,90130,90130_농심오징어짬뽕큰사발115G/90130_00_s_12.jpg,90130_00_s_12.jpg,0,12
IMG00000131,90130,90130_농심오징어짬뽕큰사발115G/90130_00_s_21.jpg,90130_00_s_21.jpg,0,21
IMG00000132,90130,90130_농심오징어짬뽕큰사발115G/90130_00_s_6.jpg,90130_00_s_6.jpg,0,6
IMG00000133,90130,90130_농심오징어짬뽕큰사발115G/90130_60_s_18.jpg,90130_60_s_18.jpg,60,18
IMG00000134,90130,90130_농심오징어짬뽕큰사발115G/90130_60_s_9.jpg,90130_60_s_9.jpg,60,9
IMG00000135,90143,90143_오뚜기참깨라면115G(봉)/90143_00_s_17.jpg,90143_00_s_17.jpg,0,17
IMG00000136,90143,90143_오뚜기참깨라면115G(봉)/90143_00_s_2.jpg,90143_00_s_2.jpg,0,2
IMG00000137,90143,90143_오뚜기참깨라면115G(봉)/90143_00_s_3.jpg,90143_00_s_3.jpg,0,3
IMG00000138,90143,90143_오뚜기참깨라면115G(봉)/90143_00_s_4.jpg,90143_00_s_4.jpg,0,4
IMG00000139,90143,90143_오뚜기참깨라면115G(봉)/90143_30_s_10.jpg,90143_30_s_10.jpg,30,10
IMG00000140,90143,90143_오뚜기참깨라면115G(봉)/90143_30_s_16.jpg,90143_30_s_16.jpg,30,16
IMG00000141,90143,90143_오뚜기참깨라면115G(봉)/90143_30_s_19.jpg,90143_30_s_19.jpg,30,19
IMG00000142,90143,90143_오뚜기참깨라면115G(봉)/90143_30_s_5.jpg,90143_30_s_5.jpg,30,5
IMG00000143,90143,90143_오뚜기참깨라면115G(봉)/90143_60_s_23.jpg,90143_60_s_23.jpg,60,23
IMG00000144,90143,90143_오뚜기참깨라면115G(봉)/90143_60_s_5.jpg,90143_60_s_5.jpg,60,5
IMG00000145,90143,90143_오뚜기참깨라면115G(봉)/90143_60_s_6.jpg,90143_60_s_6.jpg,60,6
IMG00000146,A10026,A10026_삼색러브파스타/A10026_00_s_10.jpg,A10026_00_s_10.jpg,0,10
IMG00000147,A10026,A10026_삼색러브파스타/A10026_00_s_15.jpg,A10026_00_s_15.jpg,0,15
IMG00000148,A10026,A10026_삼색러브파스타/A10026_00_s_17.jpg,A10026_00_s_17.jpg,0,17
IMG00000149,A10026,A10026_삼색러브파스타/A10026_30_s_17.jpg,A10026_30_s_17.jpg,30,17
IMG00000150,A10026,A10026_삼색러브파스타/A10026_30_s_19.jpg,A10026_30_s_19.jpg,30,19
IMG00000151,A10026,A10026_삼색러브파스타/A10026_30_s_24.jpg,A10026_30_s_24.jpg,30,24
IMG00000152,A10026,A10026_삼색러브파스타/A10026_60_s_2.jpg,A10026_60_s_2.jpg,60,2
IMG00000153,A10026,A10026_삼색러브파스타/A10026_60_s_21.jpg,A10026_60_s_21.jpg,60,21
IMG00000154,A10026,A10026_삼색러브파스타/A10026_60_s_3.jpg,A10026_60_s_3.jpg,60,3
IMG00000155,A30035,A30035_농심김치큰사발면/A30035_00_s_13.jpg,A30035_00_s_13.jpg,0,13
IMG00000156,A30035,A30035_농심김치큰사발면/A30035_00_s_16.jpg,A30035_00_s_16.jpg,0,16
IMG00000157,A30035,A30035_농심김치큰사발면/A30035_00_s_4.jpg,A30035_00_s_4.jpg,0,4
IMG00000158,A30035,A30035_농심김치큰사발면/A30035_30_s_6.jpg,A30035_30_s_6.jpg,30,6
IMG00000159,A30035,A30035_농심김치큰사발면/A30035_30_s_7.jpg,A30035_30_s_7.jpg,30,7
IMG00000160,A30035,A30035_농심김치큰사발면/A30035_60_s_15.jpg,A30035_60_s_15.jpg,60,15
IMG00000161,A30035,A30035_농심김치큰사발면/A30035_60_s_20.jpg,A30035_60_s_20.jpg,60,20
IMG00000162,A30035,A30035_농심김치큰사발면/A30035_60_s_22.jpg,A30035_60_s_22.jpg,60,22
