draft_id,date,sku_id,suggested_qty,reasoning,confidence
DR00000068,2025-10-18,10060,96,Stock is at or below deterministic reorder point.,0.909
DR00000069,2025-11-15,10060,96,Stock is at or below deterministic reorder point.,0.881
DR00000070,2025-12-19,10060,96,Stock is at or below deterministic reorder point.,0.901
DR00000071,2026-01-17,10060,96,Stock is at or below deterministic reorder point.,0.804
DR00000072,2026-02-16,10060,96,Stock is at or below deterministic reorder point.,0.84
DR00000073,2026-03-15,10060,96,Stock is at or below deterministic reorder point.,0.938
DR00000074,2026-04-16,10060,96,Stock is at or below deterministic reorder point.,0.936
DR00000075,2026-05-17,10060,96,Stock is at or below deterministic reorder point.,0.947
DR00000076,2021-03-08,10091,110,Stock is at or below deterministic reorder point.,0.841
DR00000077,2021-05-11,10091,110,Stock is at or below deterministic reorder point.,0.922
DR00000078,2021-06-09,10091,110,Stock is at or below deterministic reorder point.,0.905
DR00000079,2021-07-03,10091,110,Stock is at or below deterministic reorder point.,0.781
DR00000080,2021-07-16,10091,110,Stock is at or below deterministic reorder point.,0.941
DR00000081,2021-08-04,10091,110,Stock is at or below deterministic reorder point.,0.855
DR00000082,2021-08-20,10091,110,Stock is at or below deterministic reorder point.,0.875
DR00000083,2021-09-18,10091,110,Stock is at or below deterministic reorder point.,0.79
DR00000084,2021-10-07,10091,110,Stock is at or below deterministic reorder point.,0.817
DR00000085,2021-10-26,10091,110,Stock is at or below deterministic reorder point.,0.94
DR00000086,2021-11-18,10091,110,Stock is at or below deterministic reorder point.,0.826
DR00000087,2021-12-11,10091,110,Stock is at or below deterministic reorder point.,0.911
DR00000088,2022-01-04,10091,110,Stock is at or below deterministic reorder point.,0.822
DR00000089,2022-01-21,10091,110,Stock is at or below deterministic reorder point.,0.795
DR00000090,2022-02-09,10091,110,Stock is at or below deterministic reorder point.,0.849
DR00000091,2022-02-26,10091,110,Stock is at or below deterministic reorder point.,0.919
DR00000092,2022-04-08,10091,110,Stock is at or below deterministic reorder point.,0.92
DR00000093,2022-04-28,10091,110,Stock is at or below deterministic reorder point.,0.95
DR00000094,2022-05-19,10091,110,Stock is at or below deterministic reorder point.,0.855
DR00000095,2022-06-10,10091,110,Stock is at or below deterministic reorder point.,0.949
DR00000096,2022-06-30,10091,110,Stock is at or below deterministic reorder point.,0.93
DR00000097,2022-07-19,10091,110,Stock is at or below deterministic reorder point.,0.787
DR00000098,2022-08-06,10091,110,Stock is at or below deterministic reorder point.,0.818
DR00000099,2022-08-24,10091,110,Stock is at or below deterministic reorder point.,0.843
DR00000100,2022-09-10,10091,110,Stock is at or below deterministic reorder point.,0.796
DR00000101,2022-09-30,10091,110,Stock is at or below deterministic reorder point.,0.942
DR00000102,2022-10-15,10091,110,Stock is at or below deterministic reorder point.,0.923
DR00000103,2022-11-05,10091,110,Stock is at or below deterministic reorder point.,0.947
DR00000104,2022-11-30,10091,110,Stock is at or below deterministic reorder point.,0.875
DR00000105,2022-12-29,10091,110,Stock is at or below deterministic reorder point.,0.956
DR00000106,2023-01-28,10091,110,Stock is at or below deterministic reorder point.,0.956
DR00000107,2023-03-02,10091,110,Stock is at or below deterministic reorder point.,0.795
DR00000108,2023-04-25,10091,110,Stock is at or below deterministic reorder point.,0.903
DR00000109,2023-05-19,10091,110,Stock is at or below deterministic reorder point.,0.803
DR00000110,2023-06-10,10091,110,Stock is at or below deterministic reorder point.,0.942
DR00000111,2023-07-02,10091,110,Stock is at or below deterministic reorder point.,0.787
DR00000112,2023-07-19,10091,110,Stock is at or below deterministic reorder point.,0.808
DR00000113,2023-08-05,10091,110,Stock is at or below deterministic reorder point.,0.915
DR00000114,2023-08-19,10091,110,Stock is at or below deterministic reorder point.,0.807
DR00000115,2023-09-07,10091,110,Stock is at or below deterministic reorder point.,0.859
DR00000116,2023-09-23,10091,110,Stock is at or below deterministic reorder point.,0.808
DR00000117,2023-10-10,10091,110,Stock is at or below deterministic reorder point.,0.895
DR00000118,2023-10-31,10091,110,Stock is at or below deterministic reorder point.,0.89
DR00000119,2023-11-19,10091,110,Stock is at or below deterministic reorder point.,0.945
DR00000120,2023-12-14,10091,110,Stock is at or below deterministic reorder point.,0.959
DR00000121,2024-01-10,10091,110,Stock is at or below deterministic reorder point.,0.922
DR00000122,2024-02-09,10091,110,Stock is at or below deterministic reorder point.,0.911
DR00000123,2024-03-08,10091,110,Stock is at or below deterministic reorder point.,0.94
DR00000124,2024-04-19,10091,110,Stock is at or below deterministic reorder point.,0.841
DR00000125,2024-05-14,10091,110,Stock is at or below deterministic reorder point.,0.847
DR00000126,2024-06-09,10091,110,Stock is at or below deterministic reorder point.,0.826
DR00000127,2024-07-04,10091,110,Stock is at or below deterministic reorder point.,0.852
DR00000128,2024-08-01,10091,110,Stock is at or below deterministic reorder point.,0.916
DR00000129,2024-08-21,10091,110,Stock is at or below deterministic reorder point.,0.915
DR00000130,2024-09-12,10091,110,Stock is at or below deterministic reorder point.,0.896
DR00000131,2024-10-11,10091,110,Stock is at or below deterministic reorder point.,0.921
DR00000132,2024-11-09,10091,110,Stock is at or below deterministic reorder point.,0.932
DR00000133,2024-12-06,10091,110,Stock is at or below deterministic reorder point.,0.891
DR00000134,2025-01-05,10091,110,Stock is at or below deterministic reorder point.,0.885
DR00000135,2025-02-02,10091,110,Stock is at or below deterministic reorder point.,0.829
DR00000136,2025-02-28,10091,110,Stock is at or below deterministic reorder point.,0.865
DR00000137,2025-04-03,10091,110,Stock is at or below deterministic reorder point.,0.909
DR00000138,2025-05-03,10091,110,Stock is at or below deterministic reorder point.,0.808
DR00000139,2025-06-07,10091,110,Stock is at or below deterministic reorder point.,0.904
DR00000140,2025-07-15,10091,110,Stock is at or below deterministic reorder point.,0.887
DR00000141,2025-08-15,10091,110,Stock is at or below deterministic reorder point.,0.921
DR00000142,2025-09-13,10091,110,Stock is at or below deterministic reorder point.,0.87
DR00000143,2025-10-10,10091,110,Stock is at or below deterministic reorder point.,0.924
DR00000144,2025-11-10,10091,110,Stock is at or below deterministic reorder point.,0.861
DR00000145,2025-12-15,10091,110,Stock is at or below deterministic reorder point.,0.895
DR00000146,2026-01-22,10091,110,Stock is at or below deterministic reorder point.,0.894
DR00000147,2026-02-26,10091,110,Stock is at or below deterministic reorder point.,0.94
DR00000148,2026-03-31,10091,110,Stock is at or below deterministic reorder point.,0.925
DR00000149,2026-04-27,10091,110,Stock is at or below deterministic reorder point.,0.945
DR00000150,2026-05-22,10091,110,Stock is at or below deterministic reorder point.,0.87
DR00000151,2021-10-01,10092,336,Stock is at or below deterministic reorder point.,0.791
DR00000152,2021-10-16,10092,336,Stock is at or below deterministic reorder point.,0.825
DR00000153,2021-10-27,10092,336,Stock is at or below deterministic reorder point.,0.798
DR00000154,2021-11-07,10092,336,Stock is at or below deterministic reorder point.,0.941
DR00000155,2021-11-19,10092,336,Stock is at or below deterministic reorder point.,0.879
DR00000156,2021-12-01,10092,336,Stock is at or below deterministic reorder point.,0.817
DR00000157,2021-12-16,10092,336,Stock is at or below deterministic reorder point.,0.944
DR00000158,2021-12-28,10092,336,Stock is at or below deterministic reorder point.,0.847
DR00000159,2022-01-13,10092,336,Stock is at or below deterministic reorder point.,0.926
DR00000160,2022-01-30,10092,336,Stock is at or below deterministic reorder point.,0.935
DR00000161,2022-02-18,10092,336,Stock is at or below deterministic reorder point.,0.84
DR00000162,2022-03-10,10092,336,Stock is at or below deterministic reorder point.,0.864
DR00000163,2022-04-06,10092,336,Stock is at or below deterministic reorder point.,0.841
DR00000164,2022-04-28,10092,336,Stock is at or below deterministic reorder point.,0.876
DR00000165,2022-05-20,10092,336,Stock is at or below deterministic reorder point.,0.81
DR00000166,2022-06-11,10092,336,Stock is at or below deterministic reorder point.,0.847
DR00000167,2022-07-04,10092,336,Stock is at or below deterministic reorder point.,0.918
DR00000168,2022-07-22,10092,336,Stock is at or below deterministic reorder point.,0.956
DR00000169,2022-08-09,10092,336,Stock is at or below deterministic reorder point.,0.897
DR00000170,2022-08-23,10092,336,Stock is at or below deterministic reorder point.,0.854
DR00000171,2022-09-06,10092,336,Stock is at or below deterministic reorder point.,0.835
DR00000172,2022-09-23,10092,336,Stock is at or below deterministic reorder point.,0.882
DR00000173,2022-10-12,10092,336,Stock is at or below deterministic reorder point.,0.893
DR00000174,2022-11-01,10092,336,Stock is at or below deterministic reorder point.,0.827
DR00000175,2022-11-16,10092,336,Stock is at or below deterministic reorder point.,0.793
DR00000176,2022-11-30,10092,336,Stock is at or below deterministic reorder point.,0.783
DR00000177,2022-12-14,10092,336,Stock is at or below deterministic reorder point.,0.88
DR00000178,2022-12-24,10092,336,Stock is at or below deterministic reorder point.,0.888
DR00000179,2023-01-12,10092,336,Stock is at or below deterministic reorder point.,0.941
DR00000180,2023-02-08,10092,336,Stock is at or below deterministic reorder point.,0.823
DR00000181,2023-03-02,10092,336,Stock is at or below deterministic reorder point.,0.948
DR00000182,2023-03-24,10092,336,Stock is at or below deterministic reorder point.,0.865
DR00000183,2023-04-08,10092,336,Stock is at or below deterministic reorder point.,0.866
DR00000184,2023-05-01,10092,336,Stock is at or below deterministic reorder point.,0.911
DR00000185,2023-05-20,10092,336,Stock is at or below deterministic reorder point.,0.897
DR00000186,2023-06-10,10092,336,Stock is at or below deterministic reorder point.,0.889
DR00000187,2023-06-30,10092,336,Stock is at or below deterministic reorder point.,0.917
DR00000188,2023-07-18,10092,336,Stock is at or below deterministic reorder point.,0.956
DR00000189,2023-08-05,10092,336,Stock is at or below deterministic reorder point.,0.869
DR00000190,2023-08-23,10092,336,Stock is at or below deterministic reorder point.,0.949
DR00000191,2023-09-01,10092,336,Stock is at or below deterministic reorder point.,0.813
DR00000192,2023-09-08,10092,336,Stock is at or below deterministic reorder point.,0.934
DR00000193,2023-09-17,10092,336,Stock is at or below deterministic reorder point.,0.95
DR00000194,2023-09-26,10092,336,Stock is at or below deterministic reorder point.,0.839
DR00000195,2023-10-05,10092,336,Stock is at or below deterministic reorder point.,0.8
DR00000196,2023-10-25,10092,336,Stock is at or below deterministic reorder point.,0.869
DR00000197,2023-12-02,10092,336,Stock is at or below deterministic reorder point.,0.842
DR00000198,2023-12-31,10092,336,Stock is at or below deterministic reorder point.,0.941
DR00000199,2024-01-22,10092,336,Stock is at or below deterministic reorder point.,0.914
DR00000200,2024-03-16,10092,336,Stock is at or below deterministic reorder point.,0.865
DR00000201,2024-04-12,10092,336,Stock is at or below deterministic reorder point.,0.844
DR00000202,2024-05-04,10092,336,Stock is at or below deterministic reorder point.,0.815
DR00000203,2024-06-24,10092,336,Stock is at or below deterministic reorder point.,0.784
DR00000204,2024-07-14,10092,336,Stock is at or below deterministic reorder point.,0.871
DR00000205,2024-08-06,10092,336,Stock is at or below deterministic reorder point.,0.839
DR00000206,2024-08-29,10092,336,Stock is at or below deterministic reorder point.,0.9
DR00000207,2024-09-19,10092,336,Stock is at or below deterministic reorder point.,0.849
DR00000208,2024-10-06,10092,336,Stock is at or below deterministic reorder point.,0.899
DR00000209,2024-10-25,10092,336,Stock is at or below deterministic reorder point.,0.819
DR00000210,2024-11-14,10092,336,Stock is at or below deterministic reorder point.,0.945
DR00000211,2025-01-06,10092,336,Stock is at or below deterministic reorder point.,0.822
DR00000212,2025-01-29,10092,336,Stock is at or below deterministic reorder point.,0.837
DR00000213,2025-03-15,10092,336,Stock is at or below deterministic reorder point.,0.788
DR00000214,2025-04-11,10092,336,Stock is at or below deterministic reorder point.,0.834
DR00000215,2025-05-06,10092,336,Stock is at or below deterministic reorder point.,0.782
DR00000216,2025-06-28,10092,336,Stock is at or below deterministic reorder point.,0.928
DR00000217,2025-07-21,10092,336,Stock is at or below deterministic reorder point.,0.867
DR00000218,2025-08-18,10092,336,Stock is at or below deterministic reorder point.,0.927
DR00000219,2025-09-14,10092,336,Stock is at or below deterministic reorder point.,0.791
DR00000220,2025-10-12,10092,336,Stock is at or below deterministic reorder point.,0.791
DR00000221,2025-11-11,10092,336,Stock is at or below deterministic reorder point.,0.794
DR00000222,2026-01-09,10092,336,Stock is at or below deterministic reorder point.,0.931
DR00000223,2026-02-14,10092,336,Stock is at or below deterministic reorder point.,0.96
DR00000224,2026-03-18,10092,336,Stock is at or below deterministic reorder point.,0.84
DR00000225,2026-04-18,10092,336,Stock is at or below deterministic reorder point.,0.803
DR00000226,2026-05-17,10092,336,Stock is at or below deterministic reorder point.,0.908
DR00000227,2022-02-22,10093,176,Stock is at or below deterministic reorder point.,0.794
DR00000228,2022-03-09,10093,176,Stock is at or below deterministic reorder point.,0.84
DR00000229,2022-03-25,10093,176,Stock is at or below deterministic reorder point.,0.914
DR00000230,2022-04-09,10093,176,Stock is at or below deterministic reorder point.,0.871
DR00000231,2022-04-23,10093,176,Stock is at or below deterministic reorder point.,0.927
DR00000232,2022-05-06,10093,176,Stock is at or below deterministic reorder point.,0.953
DR00000233,2022-05-18,10093,176,Stock is at or below deterministic reorder point.,0.879
DR00000234,2022-06-08,10093,176,Stock is at or below deterministic reorder point.,0.955
DR00000235,2022-06-19,10093,176,Stock is at or below deterministic reorder point.,0.848
DR00000236,2022-07-04,10093,176,Stock is at or below deterministic reorder point.,0.79
DR00000237,2022-07-15,10093,176,Stock is at or below deterministic reorder point.,0.847
DR00000238,2022-07-27,10093,176,Stock is at or below deterministic reorder point.,0.814
DR00000239,2022-08-08,10093,176,Stock is at or below deterministic reorder point.,0.906
DR00000240,2022-08-18,10093,176,Stock is at or below deterministic reorder point.,0.806
DR00000241,2022-08-29,10093,176,Stock is at or below deterministic reorder point.,0.93
DR00000242,2022-09-07,10093,176,Stock is at or below deterministic reorder point.,0.884
DR00000243,2022-09-20,10093,176,Stock is at or below deterministic reorder point.,0.881
DR00000244,2022-10-03,10093,176,Stock is at or below deterministic reorder point.,0.919
DR00000245,2023-02-10,10093,176,Stock is at or below deterministic reorder point.,0.955
DR00000246,2023-02-25,10093,176,Stock is at or below deterministic reorder point.,0.834
DR00000247,2023-03-13,10093,176,Stock is at or below deterministic reorder point.,0.784
DR00000248,2023-03-26,10093,176,Stock is at or below deterministic reorder point.,0.959
DR00000249,2023-04-13,10093,176,Stock is at or below deterministic reorder point.,0.789
DR00000250,2023-04-28,10093,176,Stock is at or below deterministic reorder point.,0.94
DR00000251,2023-05-11,10093,176,Stock is at or below deterministic reorder point.,0.879
DR00000252,2023-05-24,10093,176,Stock is at or below deterministic reorder point.,0.789
DR00000253,2023-06-07,10093,176,Stock is at or below deterministic reorder point.,0.905
DR00000254,2023-06-23,10093,176,Stock is at or below deterministic reorder point.,0.781
DR00000255,2023-07-03,10093,176,Stock is at or below deterministic reorder point.,0.957
DR00000256,2023-07-18,10093,176,Stock is at or below deterministic reorder point.,0.937
DR00000257,2023-08-07,10093,176,Stock is at or below deterministic reorder point.,0.878
DR00000258,2023-08-21,10093,176,Stock is at or below deterministic reorder point.,0.865
DR00000259,2023-09-02,10093,176,Stock is at or below deterministic reorder point.,0.81
DR00000260,2023-10-03,10093,176,Stock is at or below deterministic reorder point.,0.902
DR00000261,2023-12-07,10093,176,Stock is at or below deterministic reorder point.,0.812
DR00000262,2024-01-05,10093,176,Stock is at or below deterministic reorder point.,0.9
DR00000263,2024-02-02,10093,176,Stock is at or below deterministic reorder point.,0.832
DR00000264,2024-03-21,10093,176,Stock is at or below deterministic reorder point.,0.893
DR00000265,2024-05-08,10093,176,Stock is at or below deterministic reorder point.,0.883
DR00000266,2024-07-06,10093,176,Stock is at or below deterministic reorder point.,0.813
DR00000267,2024-07-25,10093,176,Stock is at or below deterministic reorder point.,0.882
DR00000268,2024-08-12,10093,176,Stock is at or below deterministic reorder point.,0.889
DR00000269,2024-08-30,10093,176,Stock is at or below deterministic reorder point.,0.811
DR00000270,2024-09-17,10093,176,Stock is at or below deterministic reorder point.,0.855
DR00000271,2024-10-06,10093,176,Stock is at or below deterministic reorder point.,0.947
DR00000272,2024-10-25,10093,176,Stock is at or below deterministic reorder point.,0.939
DR00000273,2024-12-10,10093,176,Stock is at or below deterministic reorder point.,0.832
DR00000274,2025-01-03,10093,176,Stock is at or below deterministic reorder point.,0.839
DR00000275,2025-01-22,10093,176,Stock is at or below deterministic reorder point.,0.874
DR00000276,2025-02-09,10093,176,Stock is at or below deterministic reorder point.,0.804
DR00000277,2025-02-28,10093,176,Stock is at or below deterministic reorder point.,0.957
DR00000278,2025-03-28,10093,176,Stock is at or below deterministic reorder point.,0.799
DR00000279,2025-04-29,10093,176,Stock is at or below deterministic reorder point.,0.945
DR00000280,2025-05-16,10093,176,Stock is at or below deterministic reorder point.,0.808
DR00000281,2025-06-02,10093,176,Stock is at or below deterministic reorder point.,0.897
DR00000282,2025-06-18,10093,176,Stock is at or below deterministic reorder point.,0.944
DR00000283,2025-07-03,10093,176,Stock is at or below deterministic reorder point.,0.824
DR00000284,2025-07-23,10093,176,Stock is at or below deterministic reorder point.,0.927
DR00000285,2025-08-07,10093,176,Stock is at or below deterministic reorder point.,0.925
DR00000286,2025-08-22,10093,176,Stock is at or below deterministic reorder point.,0.781
DR00000287,2025-09-05,10093,176,Stock is at or below deterministic reorder point.,0.853
DR00000288,2025-09-20,10093,176,Stock is at or below deterministic reorder point.,0.94
DR00000289,2025-10-07,10093,176,Stock is at or below deterministic reorder point.,0.87
DR00000290,2025-11-04,10093,176,Stock is at or below deterministic reorder point.,0.898
DR00000291,2025-12-24,10093,176,Stock is at or below deterministic reorder point.,0.929
DR00000292,2026-01-15,10093,176,Stock is at or below deterministic reorder point.,0.781
DR00000293,2026-02-09,10093,176,Stock is at or below deterministic reorder point.,0.879
DR00000294,2026-03-13,10093,176,Stock is at or below deterministic reorder point.,0.927
DR00000295,2026-04-02,10093,176,Stock is at or below deterministic reorder point.,0.815
DR00000296,2026-04-26,10093,176,Stock is at or below deterministic reorder point.,0.865
DR00000297,2026-05-17,10093,176,Stock is at or below deterministic reorder point.,0.904
DR00000298,2021-03-20,10094,200,Stock is at or below deterministic reorder point.,0.811
DR00000299,2021-04-30,10094,200,Stock is at or below deterministic reorder point.,0.951
DR00000300,2021-06-06,10094,200,Stock is at or below deterministic reorder point.,0.9
DR00000301,2021-07-02,10094,200,Stock is at or below deterministic reorder point.,0.863
DR00000302,2021-07-26,10094,200,Stock is at or below deterministic reorder point.,0.874
DR00000303,2021-08-21,10094,200,Stock is at or below deterministic reorder point.,0.929
DR00000304,2021-09-22,10094,200,Stock is at or below deterministic reorder point.,0.89
DR00000305,2021-10-24,10094,200,Stock is at or below deterministic reorder point.,0.93
DR00000306,2021-11-25,10094,200,Stock is at or below deterministic reorder point.,0.959
DR00000307,2021-12-23,10094,200,Stock is at or below deterministic reorder point.,0.803
DR00000308,2022-02-07,10094,200,Stock is at or below deterministic reorder point.,0.842
DR00000309,2022-03-17,10094,200,Stock is at or below deterministic reorder point.,0.947
DR00000310,2022-04-16,10094,200,Stock is at or below deterministic reorder point.,0.887
DR00000311,2022-05-09,10094,200,Stock is at or below deterministic reorder point.,0.866
DR00000312,2022-06-02,10094,200,Stock is at or below deterministic reorder point.,0.832
DR00000313,2022-06-26,10094,200,Stock is at or below deterministic reorder point.,0.796
DR00000314,2022-07-19,10094,200,Stock is at or below deterministic reorder point.,0.864
DR00000315,2022-08-11,10094,200,Stock is at or below deterministic reorder point.,0.831
DR00000316,2022-08-28,10094,200,Stock is at or below deterministic reorder point.,0.888
DR00000317,2022-09-19,10094,200,Stock is at or below deterministic reorder point.,0.948
DR00000318,2022-10-12,10094,200,Stock is at or below deterministic reorder point.,0.863
DR00000319,2022-11-04,10094,200,Stock is at or below deterministic reorder point.,0.828
DR00000320,2022-11-30,10094,200,Stock is at or below deterministic reorder point.,0.814
DR00000321,2022-12-23,10094,200,Stock is at or below deterministic reorder point.,0.955
DR00000322,2023-01-25,10094,200,Stock is at or below deterministic reorder point.,0.903
DR00000323,2023-02-24,10094,200,Stock is at or below deterministic reorder point.,0.912
DR00000324,2023-03-26,10094,200,Stock is at or below deterministic reorder point.,0.85
DR00000325,2023-04-23,10094,200,Stock is at or below deterministic reorder point.,0.886
DR00000326,2023-05-19,10094,200,Stock is at or below deterministic reorder point.,0.925
DR00000327,2023-06-13,10094,200,Stock is at or below deterministic reorder point.,0.841
DR00000328,2023-06-30,10094,200,Stock is at or below deterministic reorder point.,0.849
DR00000329,2023-07-15,10094,200,Stock is at or below deterministic reorder point.,0.878
DR00000330,2023-08-02,10094,200,Stock is at or below deterministic reorder point.,0.919
DR00000331,2023-08-17,10094,200,Stock is at or below deterministic reorder point.,0.865
DR00000332,2023-08-31,10094,200,Stock is at or below deterministic reorder point.,0.943
DR00000333,2023-09-16,10094,200,Stock is at or below deterministic reorder point.,0.862
DR00000334,2023-10-09,10094,200,Stock is at or below deterministic reorder point.,0.845
DR00000335,2023-11-01,10094,200,Stock is at or below deterministic reorder point.,0.886
DR00000336,2023-11-24,10094,200,Stock is at or below deterministic reorder point.,0.929
DR00000337,2023-12-18,10094,200,Stock is at or below deterministic reorder point.,0.825
DR00000338,2024-01-11,10094,200,Stock is at or below deterministic reorder point.,0.919
DR00000339,2024-02-12,10094,200,Stock is at or below deterministic reorder point.,0.921
DR00000340,2024-03-14,10094,200,Stock is at or below deterministic reorder point.,0.874
DR00000341,2024-04-09,10094,200,Stock is at or below deterministic reorder point.,0.837
DR00000342,2024-05-04,10094,200,Stock is at or below deterministic reorder point.,0.911
DR00000343,2024-05-29,10094,200,Stock is at or below deterministic reorder point.,0.831
DR00000344,2024-06-20,10094,200,Stock is at or below deterministic reorder point.,0.782
DR00000345,2024-07-12,10094,200,Stock is at or below deterministic reorder point.,0.781
DR00000346,2024-07-31,10094,200,Stock is at or below deterministic reorder point.,0.923
DR00000347,2024-08-16,10094,200,Stock is at or below deterministic reorder point.,0.836
DR00000348,2024-09-02,10094,200,Stock is at or below deterministic reorder point.,0.908
DR00000349,2024-09-22,10094,200,Stock is at or below deterministic reorder point.,0.838
DR00000350,2024-10-11,10094,200,Stock is at or below deterministic reorder point.,0.914
DR00000351,2024-11-03,10094,200,Stock is at or below deterministic reorder point.,0.836
DR00000352,2024-11-26,10094,200,Stock is at or below deterministic reorder point.,0.901
DR00000353,2024-12-19,10094,200,Stock is at or below deterministic reorder point.,0.905
DR00000354,2025-01-14,10094,200,Stock is at or below deterministic reorder point.,0.822
DR00000355,2025-02-12,10094,200,Stock is at or below deterministic reorder point.,0.949
DR00000356,2025-03-09,10094,200,Stock is at or below deterministic reorder point.,0.951
DR00000357,2025-04-02,10094,200,Stock is at or below deterministic reorder point.,0.866
